Geo_GEOID,SE_T004_001,SE_T017_001
14000US40109102700,95,49
14000US40109102800,2799,1318
14000US40109102900,888,349
14000US40109103000,355,151
14000US40109103200,4932,809
14000US40109103300,1564,459
14000US40109103400,441,112
14000US40109103500,298,64
14000US40109103601,245,174
14000US40109103602,683,7
14000US40109103700,288,21
14000US40109103800,887,629
14000US40109103900,3770,1009
14000US40109104000,249,70
14000US40109104100,3024,1108
14000US40109104200,2272,623
14000US40109104300,3605,966
14000US40109104400,3390,999
14000US40109104500,4041,990
14000US40109104600,791,307
14000US40109104700,1504,601
14000US40109104800,3113,1002
14000US40109104900,3936,1167
14000US40109105000,2269,676
14000US40109105100,2283,1129
14000US40109105201,1472,633
14000US40109105202,1096,543
14000US40109105300,3271,1090
14000US40109105400,1757,669
14000US40109105500,3369,956
14000US40109105600,5131,1469
14000US40109105700,1014,176
14000US40109105800,867,325
14000US40109105903,2312,1193
14000US40109105904,4018,1697
14000US40109105905,2180,904
14000US40109105906,3209,1208
14000US40109105907,4618,1770
14000US40109106000,2326,928
14000US40109106100,2834,1125
14000US40109106200,1531,635
14000US40109106301,3831,1387
14000US40109106302,4391,1818
14000US40109106303,3218,1267
14000US40109106401,2131,926
14000US40109106402,2216,1010
14000US40109106403,4890,2380
14000US40109106501,3174,1584
14000US40109106502,4138,1794
14000US40109106503,1521,773
14000US40109106601,2749,1326
14000US40109106602,2629,1262
14000US40109106604,2242,1115
14000US40109106606,2392,945
14000US40109106607,4059,1670
14000US40109106608,2812,1297
14000US40109106609,1009,590
14000US40109106610,1662,740
14000US40109106702,3811,1373
14000US40109106704,2320,955
14000US40109106705,2357,940
14000US40109106706,3684,1667
14000US40109106707,6607,2536
14000US40109106708,2241,920
14000US40109106801,1889,547
14000US40109106802,1557,649
14000US40109106803,2953,1188
14000US40109106804,3813,1574
14000US40109106902,2731,977
14000US40109106903,6279,2494
14000US40109106906,3368,1195
14000US40109106907,2013,819
14000US40109106909,1685,638
14000US40109106910,2408,928
14000US40109106911,1753,687
14000US40109106912,3219,1182
14000US40109106913,4097,1465
14000US40109106914,4487,1576
14000US40109106915,6050,2076
14000US40109107001,6159,1710
14000US40109107002,2105,835
14000US40109107101,0,0
14000US40109107103,1796,616
14000US40109107104,3325,1116
14000US40109107206,4419,1728
14000US40109107207,2229,1000
14000US40109107209,6097,2249
14000US40109107210,1053,418
14000US40109107211,2534,948
14000US40109107212,5886,2507
14000US40109107213,5394,1895
14000US40109107214,2889,997
14000US40109107215,4517,1273
14000US40109107216,3252,1197
14000US40109107217,2214,658
14000US40109107218,2948,1162
14000US40109107219,3547,964
14000US40109107220,3942,1256
14000US40109107221,1976,755
14000US40109107222,1719,678
14000US40109107223,2689,1133
14000US40109107302,2686,953
14000US40109107303,1581,525
14000US40109107305,1289,448
14000US40109107306,3350,1136
14000US40109107401,6441,2216
14000US40109107403,6009,2026
14000US40109107404,3491,1465
14000US40109107405,4912,1727
14000US40109107500,3117,537
14000US40109107601,2128,986
14000US40109107604,1972,769
14000US40109107605,2483,1011
14000US40109107606,202,133
14000US40109107607,3677,1448
14000US40109107703,3793,1550
14000US40109107704,1684,604
14000US40109107705,2043,858
14000US40109107706,3148,1202
14000US40109107707,1355,557
14000US40109107801,3891,1306
14000US40109107804,2483,1050
14000US40109107805,2690,951
14000US40109107806,4259,1762
14000US40109107807,2610,1186
14000US40109107808,1966,832
14000US40109107809,1723,662
14000US40109107810,2416,1029
14000US40109107900,1725,679
14000US40109108003,3922,1838
14000US40109108005,2349,1020
14000US40109108006,3778,1692
14000US40109108007,3245,1376
14000US40109108008,4657,1819
14000US40109108009,2689,1101
14000US40109108010,3294,1251
14000US40109108011,3747,1619
14000US40109108101,4073,1293
14000US40109108106,5423,1854
14000US40109108107,2798,1021
14000US40109108109,5483,1939
14000US40109108110,4352,1512
14000US40109108113,5176,2010
14000US40109108114,4846,1898
14000US40109108201,3735,1579
14000US40109108203,3516,1282
14000US40109108204,3113,1110
14000US40109108206,4736,1622
14000US40109108207,1503,393
14000US40109108208,4155,1788
14000US40109108213,9966,3455
14000US40109108215,4401,1742
14000US40109108216,3401,1269
14000US40109108217,4463,1586
14000US40109108218,9708,3306
14000US40109108219,6510,2199
14000US40109108220,5887,1960
14000US40109108221,8222,2742
14000US40109108301,2087,823
14000US40109108302,4911,2034
14000US40109108303,6407,2556
14000US40109108304,4982,1886
14000US40109108307,5158,2198
14000US40109108309,2564,953
14000US40109108310,2476,1384
14000US40109108313,5533,3038
14000US40109108314,2644,1374
14000US40109108315,5897,2586
14000US40109108316,6666,2721
14000US40109108317,3762,1593
14000US40109108318,5326,1956
14000US40109108402,1348,649
14000US40109108403,1995,1092
14000US40109108404,3180,1444
14000US40109108504,7242,3649
14000US40109108506,3748,1609
14000US40109108507,1195,643
14000US40109108508,2064,775
14000US40109108511,8732,3269
14000US40109108512,5464,1747
14000US40109108513,3786,1387
14000US40109108514,5148,2042
14000US40109108515,5046,2331
14000US40109108519,3234,1724
14000US40109108520,2178,946
14000US40109108521,1502,703
14000US40109108523,5637,2265
14000US40109108524,3550,1207
14000US40109108525,2160,821
14000US40109108526,4924,1907
14000US40109108527,5586,2487
14000US40109108528,2217,892
14000US40109108529,3124,1120
14000US40109108530,4465,1728
14000US40109108601,2528,927
14000US40109108602,1166,468
14000US40109108603,3567,1110
14000US40109108701,2621,935
14000US40109108703,6131,2189
14000US40109108704,5085,1851
14000US40109108706,2825,1160
14000US40109108707,3754,1450
14000US40109108708,3377,1197
14000US40109108709,3529,1305
14000US40109108801,6651,2585
14000US40109108802,4978,1896
14000US40109108803,1227,458
14000US40109108804,3109,1112
14000US40109108900,4135,1408
14000US40109109001,2111,803
14000US40109109003,5235,1940
14000US40109109004,3676,1295
14000US40109109100,178,154
14000US40109109201,5768,2016
14000US40109109202,2372,906
14000US40111000100,3237,1110
14000US40111000200,3083,1108
14000US40111000300,2657,1079
14000US40111000400,4689,2010
14000US40111000500,3818,1504
14000US40111000600,6696,2575
14000US40111000700,3912,1388
14000US40111000800,3410,1162
14000US40111000901,3038,1130
14000US40111000902,4782,1769
14000US40113940001,5699,1909
14000US40113940002,4818,1966
14000US40113940003,4936,1960
14000US40113940004,2790,1066
14000US40113940005,3882,1532
14000US40113940006,5761,2207
14000US40113940007,5062,1954
14000US40113940008,2804,1119
14000US40113940009,3515,1339
14000US40113940010,7402,2658
14000US40113940011,1254,508
14000US40115574100,4186,1490
14000US40115574200,3071,1107
14000US40115574300,2721,1095
14000US40115574400,2758,1129
14000US40115574500,2370,904
14000US40115574600,4448,1560
14000US40115574700,4715,1752
14000US40115574800,4333,1659
14000US40115574900,3420,1286
14000US40117957100,3823,1393
14000US40117957200,4270,1685
14000US40117957300,3189,1188
14000US40117957400,2721,1013
14000US40117957500,2441,959
14000US40119010101,4162,1797
14000US40119010102,5028,2566
14000US40119010200,6056,2816
14000US40119010300,3700,902
14000US40119010400,5976,395
14000US40119010500,3533,1903
14000US40119010600,4905,1979
14000US40119010700,3317,1373
14000US40119010800,2394,1098
14000US40119010900,9053,3537
14000US40119011000,6482,2276
14000US40119011101,5168,2031
14000US40119011102,6632,2415
14000US40119011200,2163,880
14000US40119011301,3560,1375
14000US40119011302,3905,1497
14000US40119011400,3919,1324
14000US40121485600,2775,1400
14000US40121485700,2101,904
14000US40121485800,4515,1813
14000US40121485900,2113,877
14000US40121486000,5091,2150
14000US40121486100,4306,1908
14000US40121486200,3731,1393
14000US40121486300,1435,20
14000US40121486400,2516,1049
14000US40121486500,6165,2414
14000US40121486600,2999,1201
14000US40121486700,4941,1972
14000US40121486800,1955,802
14000US40123088600,5032,1786
14000US40123088700,2301,856
14000US40123088800,7531,3159
14000US40123088900,4555,1591
14000US40123089000,3959,1443
14000US40123089100,2140,1027
14000US40123089200,1626,660
14000US40123089300,4087,1611
14000US40123089598,4970,1755
14000US40123089600,2012,737
14000US40125500200,3247,1282
14000US40125500301,3551,1366
14000US40125500302,2681,1065
14000US40125500400,3643,1419
14000US40125500500,4384,1426
14000US40125500600,3497,1483
14000US40125500700,3190,1257
14000US40125500800,3975,1621
14000US40125500900,7005,2443
14000US40125501001,8886,2598
14000US40125501003,4599,1597
14000US40125501004,4472,1467
14000US40125501101,5855,2291
14000US40125501102,7981,2890
14000US40125501201,1806,687
14000US40125501300,2779,1046
14000US40127097600,2877,1224
14000US40127097700,5793,2402
14000US40127097800,2479,1029
14000US40129960000,3732,1324
14000US40131050101,4947,1930
14000US40131050103,2490,969
14000US40131050104,1950,988
14000US40131050105,4882,1642
14000US40131050201,2575,1046
14000US40131050202,2780,1271
14000US40131050203,1617,667
14000US40131050301,2358,887
14000US40131050302,2542,947
14000US40131050303,2646,1053
14000US40131050304,3218,1252
14000US40131050403,5774,1940
14000US40131050404,6021,2284
14000US40131050405,4046,1331
14000US40131050406,2614,964
14000US40131050407,2445,855
14000US40131050408,2857,1091
14000US40131050409,2127,688
14000US40131050501,3241,1170
14000US40131050502,3481,1278
14000US40131050601,3260,1219
14000US40131050602,3339,1170
14000US40131050603,2440,882
14000US40131050604,3439,1301
14000US40131050701,2139,844
14000US40131050702,3171,1139
14000US40131050801,4353,1588
14000US40131050802,3218,1174
14000US40133583100,1632,608
14000US40133583200,3691,1259
14000US40133583300,2856,1012
14000US40133583400,4431,1525
14000US40133583500,1965,729
14000US40133583600,4127,1527
14000US40133583700,2144,789
14000US40133583800,2935,1070
14000US40133583900,1622,643
14000US40135030101,4915,1654
14000US40135030103,2773,1022
14000US40135030104,6778,2467
14000US40135030201,2802,1194
14000US40135030202,4934,1958
14000US40135030301,2152,762
14000US40135030302,6593,2568
14000US40135030401,4045,1429
14000US40135030402,6352,2413
14000US40137000101,5462,2281
14000US40137000102,3178,1279
14000US40137000200,3947,1615
14000US40137000300,2254,865
14000US40137000400,5541,2058
14000US40137000600,3129,1244
14000US40137000800,4868,1898
14000US40137000901,4911,1863
14000US40137000902,3624,1369
14000US40137001000,1967,791
14000US40137001100,5750,2264
14000US40139950600,3890,1302
14000US40139950700,3325,980
14000US40139950800,5004,1771
14000US40139950900,7927,2499
14000US40139951000,1353,486
14000US40141070100,1126,430
14000US40141070200,1069,471
14000US40141070300,2371,969
14000US40141070400,1646,655
14000US40141070500,1399,634
14000US40143000100,2209,791
14000US40143000200,1469,524
14000US40143000300,4180,1375
14000US40143000400,4103,1405
14000US40143000500,2176,904
14000US40143000600,1439,613
14000US40143000700,1864,760
14000US40143000800,1379,625
14000US40143000900,1528,603
14000US40143001000,1431,717
14000US40143001200,1893,617
14000US40143001300,2141,684
14000US40143001400,5305,1783
14000US40143001500,3950,1605
14000US40143001600,4981,1777
14000US40143001700,2445,1113
14000US40143001800,1898,855
14000US40143001900,1525,790
14000US40143002000,1761,808
14000US40143002100,3214,1034
14000US40143002301,2537,1111
14000US40143002500,3419,1251
14000US40143002700,3065,1194
14000US40143002900,2904,1203
14000US40143003000,1926,735
14000US40143003100,2346,1732
14000US40143003200,1521,707
14000US40143003300,1991,1066
14000US40143003400,2054,1136
14000US40143003500,1985,1094
14000US40143003600,2227,1124
14000US40143003700,2634,1321
14000US40143003800,1943,873
14000US40143003900,3962,2049
14000US40143004000,4559,2229
14000US40143004101,2313,973
14000US40143004200,2993,1377
14000US40143004301,2212,929
14000US40143004302,3190,1475
14000US40143004400,2328,1509
14000US40143004500,2536,1209
14000US40143004600,3302,1577
14000US40143004700,1860,764
14000US40143004800,4252,1698
14000US40143004900,1883,865
14000US40143005001,1945,1026
14000US40143005002,3530,1752
14000US40143005100,1774,759
14000US40143005200,2979,1419
14000US40143005300,4581,1984
14000US40143005401,2716,984
14000US40143005402,7843,2952
14000US40143005500,3860,1356
14000US40143005600,2322,962
14000US40143005700,2472,851
14000US40143005801,4388,1707
14000US40143005805,7380,2824
14000US40143005806,5678,2048
14000US40143005807,14128,5191
14000US40143005808,3176,1101
14000US40143005900,2382,869
14000US40143006000,4888,1643
14000US40143006200,2795,1149
14000US40143006506,2458,937
14000US40143006507,1692,628
14000US40143006600,2789,1098
14000US40143006701,3051,1217
14000US40143006703,4024,1551
14000US40143006705,5920,2461
14000US40143006707,9765,3373
14000US40143006708,6853,2202
14000US40143006801,2510,1170
14000US40143006803,2572,1370
14000US40143006804,2671,1246
14000US40143006901,4388,2056
14000US40143006902,1593,673
14000US40143006903,4221,1930
14000US40143006905,4154,1788
14000US40143006906,2112,740
14000US40143006907,3054,1366
14000US40143007000,2866,1281
14000US40143007101,3514,1517
14000US40143007102,2173,1017
14000US40143007200,4151,1534
14000US40143007304,3813,1407
14000US40143007305,6853,2358
14000US40143007306,5650,1924
14000US40143007308,3038,1230
14000US40143007309,1495,560
14000US40143007310,3742,1244
14000US40143007311,2638,921
14000US40143007312,4574,1663
14000US40143007402,2975,1233
14000US40143007407,3209,1118
14000US40143007408,1396,544
14000US40143007409,4210,1367
14000US40143007410,2370,933
14000US40143007411,2608,1219
14000US40143007412,3713,1188
14000US40143007413,3745,1317
14000US40143007414,2903,1079
14000US40143007415,1782,662
14000US40143007503,3014,1118
14000US40143007506,3440,1428
14000US40143007507,3617,1379
14000US40143007508,6488,2094
14000US40143007510,5253,1998
14000US40143007511,3222,1106
14000US40143007512,4198,1570
14000US40143007513,4335,1680
14000US40143007515,4748,1691
14000US40143007516,4667,1775
14000US40143007518,3692,1172
14000US40143007519,3273,1131
14000US40143007520,4455,1631
14000US40143007522,2025,867
14000US40143007523,2506,885
14000US40143007524,2871,1206
14000US40143007608,2261,1341
14000US40143007609,4737,2230
14000US40143007611,1479,628
14000US40143007612,3460,700
14000US40143007613,2958,1422
14000US40143007614,2494,1093
14000US40143007615,2294,1020
14000US40143007616,3383,1514
14000US40143007617,4199,1970
14000US40143007618,6488,2944
14000US40143007619,3831,1681
14000US40143007620,5714,2591
14000US40143007624,3819,1390
14000US40143007625,5465,2261
14000US40143007629,3774,1684
14000US40143007630,4876,1896
14000US40143007631,3344,1307
14000US40143007632,2878,1322
14000US40143007633,2571,983
14000US40143007634,3731,1856
14000US40143007635,6305,2054
14000US40143007636,4083,1538
14000US40143007637,5392,1843
14000US40143007638,4493,1349
14000US40143007639,5203,2036
14000US40143007641,4562,2111
14000US40143007642,1972,857
14000US40143007701,5849,2018
14000US40143007702,8746,2958
14000US40143007801,2785,1079
14000US40143007802,5747,2005
14000US40143007900,4280,1583
14000US40143008001,1982,606
14000US40143008002,2918,1020
14000US40143008200,2275,717
14000US40143008300,1324,546
14000US40143008400,3472,1573
14000US40143008501,2944,1126
14000US40143008502,5119,1962
14000US40143008600,4127,1902
14000US40143008700,3020,1553
14000US40143008800,2254,901
14000US40143008900,3640,1248
14000US40143009003,7551,2852
14000US40143009004,5349,1804
14000US40143009006,6643,2206
14000US40143009007,7612,2752
14000US40143009008,3811,1683
14000US40143009009,8839,3107
14000US40143009101,2591,882
14000US40143009104,2268,836
14000US40143009200,3515,1338
14000US40143009300,4183,1723
14000US40143009401,5109,1875
14000US40143009402,5317,2106
14000US40143009500,5467,2024
14000US40143011100,601,191
14000US40145030101,4718,1780
14000US40145030102,4478,1761
14000US40145030201,2943,1251
14000US40145030202,3157,1341
14000US40145030300,1700,703
14000US40145030402,4257,1623
14000US40145030403,2353,936
14000US40145030405,6038,1937
14000US40145030406,4939,1679
14000US40145030502,2221,859
14000US40145030505,2138,749
14000US40145030506,1497,552
14000US40145030507,2670,926
14000US40145030508,2011,740
14000US40145030509,4137,1442
14000US40145030510,1892,717
14000US40145030511,1957,714
14000US40145030512,4304,1466
14000US40145030601,4368,1611
14000US40145030602,7319,2563
14000US40145030798,3381,1259
14000US40145030800,3712,1262
14000US40147000100,1804,627
14000US40147000200,1929,690
14000US40147000300,2271,1139
14000US40147000400,4445,1813
14000US40147000500,6407,2553
14000US40147000600,7698,3356
14000US40147000700,5817,2277
14000US40147000800,3534,1480
14000US40147000900,2554,910
14000US40147001000,2394,925
14000US40147001100,5110,2000
14000US40147001200,2482,928
14000US40147001300,5447,2112
14000US40149964900,4125,1517
14000US40149965000,2285,872
14000US40149965100,3620,1491
14000US40149965400,1596,659
14000US40151954200,3791,1598
14000US40151954300,3315,991
14000US40151954400,2019,758
14000US40153953100,3048,1028
14000US40153953200,4458,1447
14000US40153953300,4145,1527
14000US40153953400,3558,1139
14000US40153953500,5902,2160
14000US41001950100,3110,1285
14000US41001950200,3127,1378
14000US41001950300,2553,1192
14000US41001950400,2666,1256
14000US41001950500,2787,1046
14000US41001950600,1787,854
14000US41003000100,8291,3291
14000US41003000202,4819,2200
14000US41003000400,7596,3260
14000US41003000500,3334,1387
14000US41003000600,4136,2049
14000US41003000900,5347,2255
14000US41003001001,4212,1715
14000US41003001002,3239,1320
14000US41003001101,3896,1239
14000US41003001102,4873,1950
14000US41003010100,8774,3261
14000US41003010200,4515,1622
14000US41003010300,3398,1340
14000US41003010400,4032,1489
14000US41003010600,5171,1653
14000US41003010702,3697,880
14000US41003010800,3600,1367
14000US41003010900,4525,1915
14000US41005020100,3872,1624
14000US41005020200,6458,2861
14000US41005020302,3876,1669
14000US41005020303,5236,2675
14000US41005020304,5629,2194
14000US41005020401,5407,2092
14000US41005020403,3435,1273
14000US41005020404,3892,1475
14000US41005020501,7250,2713
14000US41005020503,2263,968
14000US41005020504,6494,2580
14000US41005020505,2638,1204
14000US41005020600,8602,3083
14000US41005020700,3905,1480
14000US41005020800,4289,1973
14000US41005020900,3958,1650
14000US41005021000,4556,1975
14000US41005021100,5826,2251
14000US41005021200,3807,1858
14000US41005021300,5736,2335
14000US41005021400,4663,1898
14000US41005021500,4977,2038
14000US41005021601,6168,2219
14000US41005021602,5157,1960
14000US41005021700,6386,2782
14000US41005021801,5837,2149
14000US41005021802,4222,1826
14000US41005021900,3655,1460
14000US41005022000,6774,2555
14000US41005022101,6978,2580
14000US41005022103,6644,2449
14000US41005022105,6127,2188
14000US41005022107,4412,1769
14000US41005022108,2812,1268
14000US41005022201,5057,2424
14000US41005022205,3683,1361
14000US41005022206,6654,2345
14000US41005022207,6098,1861
14000US41005022208,6686,2254
14000US41005022301,3983,1442
14000US41005022302,5455,1936
14000US41005022400,4132,1682
14000US41005022500,8044,3005
14000US41005022602,4226,1601
14000US41005022603,4319,1395
14000US41005022605,7875,2687
14000US41005022606,4509,1708
14000US41005022702,7114,2683
14000US41005022707,4807,1976
14000US41005022708,4434,1468
14000US41005022710,2460,1077
14000US41005022800,3807,1939
14000US41005022901,3205,1247
14000US41005022904,3754,1349
14000US41005022905,4413,1526
14000US41005022906,2938,1228
14000US41005022907,4402,1455
14000US41005023001,3443,1218
14000US41005023002,3866,1366
14000US41005023100,6168,2307
14000US41005023201,4216,1549
14000US41005023202,7513,2409
14000US41005023300,4653,1777
14000US41005023401,4994,1799
14000US41005023403,5215,1913
14000US41005023404,6351,2383
14000US41005023500,5705,1905
14000US41005023600,3700,1394
14000US41005023700,5593,1752
14000US41005023800,6506,2269
14000US41005023901,5878,1980
14000US41005023902,4704,1797
14000US41005024000,2940,936
14000US41005024100,4837,1753
14000US41005024200,6442,2354
14000US41005024302,4914,1956
14000US41005024303,3113,1337
14000US41005024304,2322,1002
14000US41005024400,7791,3243
14000US41005980000,107,28
14000US41007950100,3181,1433
14000US41007950200,3603,1759
14000US41007950300,2968,1201
14000US41007950400,3599,1449
14000US41007950500,4985,1920
14000US41007950600,3071,1045
14000US41007950700,1961,877
14000US41007950900,4375,2084
14000US41007951100,4466,1890
14000US41007951200,3008,1254
14000US41007951300,2443,964
14000US41007990000,0,0
14000US41009970200,6348,2539
14000US41009970300,4376,1586
14000US41009970400,2566,954
14000US41009970500,6334,2517
14000US41009970600,5983,2232
14000US41009970700,4044,1537
14000US41009970800,6827,2488
14000US41009970900,4923,1959
14000US41009971000,4878,1832
14000US41009971100,3366,1297
14000US41011000100,5417,2401
14000US41011000200,2485,1030
14000US41011000300,3062,1341
14000US41011000400,6664,2498
14000US41011000502,2738,1143
14000US41011000503,2685,949
14000US41011000504,6491,2469
14000US41011000600,2589,1065
14000US41011000700,6852,2968
14000US41011000800,3203,1280
14000US41011000900,7371,2897
14000US41011001000,7537,3220
14000US41011001100,5850,2494
14000US41011990101,0,0
14000US41013950100,6902,3026
14000US41013950200,4289,1825
14000US41013950300,6077,2587
14000US41013950400,4066,1717
14000US41015950100,3167,1479
14000US41015950200,5287,2384
14000US41015950301,4302,1882
14000US41015950302,5012,2332
14000US41015950400,4596,2319
14000US41015990101,0,0
14000US41017000100,1785,726
14000US41017000200,4468,2088
14000US41017000300,8824,3499
14000US41017000401,5471,2050
14000US41017000402,2347,1061
14000US41017000500,5702,2404
14000US41017000600,6722,2964
14000US41017000700,8367,2942
14000US41017000800,6939,2778
14000US41017000900,7709,3062
14000US41017001001,14056,5003
14000US41017001002,2349,917
14000US41017001100,10928,4080
14000US41017001200,6722,2735
14000US41017001300,12532,4971
14000US41017001400,6035,2488
14000US41017001500,6371,2678
14000US41017001600,5797,2610
14000US41017001700,8556,3294
14000US41017001800,8174,3712
14000US41017001901,1911,678
14000US41017001902,9641,3711
14000US41017002000,7430,2759
14000US41017002100,11977,4670
14000US41019010000,2009,956
14000US41019020000,3485,1529
14000US41019030000,3761,1578
14000US41019040000,2598,1134
14000US41019050001,4292,1746
14000US41019050002,6904,2772
14000US41019060000,3739,1429
14000US41019070000,4949,1965
14000US41019080000,7454,3200
14000US41019090000,6470,2516
14000US41019100000,3361,1267
14000US41019110000,2911,1161
14000US41019120000,7343,3418
14000US41019130000,5562,2235
14000US41019140000,5330,2333
14000US41019150000,7363,2695
14000US41019160000,7766,3020
14000US41019170000,3418,1367
14000US41019180000,4218,1673
14000US41019190000,4634,1839
14000US41019200000,5405,2124
14000US41019210000,4403,1980
14000US41019990000,0,0
14000US41021960100,1913,788
14000US41023960100,1888,819
14000US41023960200,5339,2332
14000US41025960100,4988,2164
14000US41025960200,2226,895
14000US41027950100,3909,1322
14000US41027950200,6660,2603
14000US41027950300,5795,2363
14000US41027950400,6478,1925
14000US41029000100,2126,829
14000US41029000201,3577,1286
14000US41029000202,3984,1327
14000US41029000203,3967,1515
14000US41029000300,6095,2257
14000US41029000403,3916,1537
14000US41029000404,4711,1686
14000US41029000405,4084,1612
14000US41029000406,4559,1848
14000US41029000501,2834,1280
14000US41029000502,6633,2252
14000US41029000601,6959,2652
14000US41029000602,5417,2773
14000US41029000700,9066,3358
14000US41029000800,5795,2355
14000US41029000900,8943,3168
14000US41029001001,6320,2580
14000US41029001002,4753,1667
14000US41029001100,5477,2067
14000US41029001200,4534,1487
14000US41029001301,5653,1574
14000US41029001302,10129,3287
14000US41029001400,10321,3721
14000US41029001500,4704,2219
14000US41029001601,4441,1914
14000US41029001602,6773,2854
14000US41029001700,7439,3264
14000US41029001800,8341,3896
14000US41029001900,2884,848
14000US41029002000,2343,1238
14000US41029002100,3570,1793
14000US41029002200,4474,2135
14000US41029002300,1540,664
14000US41029002400,2069,857
14000US41029002500,2450,1063
14000US41029002600,2730,1138
14000US41029002700,6634,3053
14000US41029002800,5105,1923
14000US41029002900,7765,3419
14000US41029003001,3754,1754
14000US41029003002,4047,1819
14000US41031940000,3773,884
14000US41031960100,2302,596
14000US41031960201,3247,1095
14000US41031960202,5029,1916
14000US41031960301,3318,1530
14000US41031960302,4636,1556
14000US41033360100,2235,880
14000US41033360300,5382,2263
14000US41033360400,4286,1763
14000US41033360500,6114,2253
14000US41033360600,6603,2651
14000US41033360701,4325,1734
14000US41033360702,5515,2570
14000US41033360800,4750,2173
14000US41033360900,2293,987
14000US41033361000,4724,1995
14000US41033361100,9373,3898
14000US41033361200,7163,2781
14000US41033361300,7547,2901
14000US41033361400,2610,1092
14000US41033361500,2528,1135
14000US41033361600,8615,3702
14000US41035970100,3163,1319
14000US41035970200,4668,2186
14000US41035970300,3101,1303
14000US41035970400,1469,557
14000US41035970500,1461,604
14000US41035970600,1712,586
14000US41035970700,2028,819
14000US41035970800,2326,960
14000US41035970900,3969,1625
14000US41035971000,2532,983
14000US41035971100,5292,1929
14000US41035971200,2487,1064
14000US41035971300,5508,2191
14000US41035971400,5176,1970
14000US41035971500,4136,1696
14000US41035971600,3552,1475
14000US41035971700,3059,1484
14000US41035971800,2464,1059
14000US41035971900,3714,1535
14000US41035972000,4129,1739
14000US41037960100,2492,1255
14000US41037960200,5307,2154
14000US41039000100,5183,2199
14000US41039000200,5289,1996
14000US41039000300,2251,907
14000US41039000402,3510,1354
14000US41039000403,4983,1906
14000US41039000404,3659,1401
14000US41039000500,1913,890
14000US41039000702,2794,1191
14000US41039000705,3810,1894
14000US41039000706,2209,1168
14000US41039000707,3881,1972
14000US41039000708,2000,961
14000US41039000800,1564,622
14000US41039000902,4697,1821
14000US41039000903,5388,1930
14000US41039000904,2862,1121
14000US41039001001,2363,949
14000US41039001002,4091,1729
14000US41039001101,5768,2283
14000US41039001102,3239,1315
14000US41039001201,3748,1541
14000US41039001202,4177,1709
14000US41039001301,3534,1456
14000US41039001302,5087,2032
14000US41039001400,2482,983
14000US41039001500,4515,2001
14000US41039001600,5360,1990
14000US41039001700,5719,2210
14000US41039001801,5995,1820
14000US41039001803,4403,1635
14000US41039001804,3645,1369
14000US41039001902,6741,2462
14000US41039001903,2840,1005
14000US41039001904,5245,2165
14000US41039002001,3405,1400
14000US41039002002,4920,2041
14000US41039002101,2688,1081
14000US41039002102,6409,2965
14000US41039002201,3675,1605
14000US41039002202,5904,2590
14000US41039002301,3661,1536
14000US41039002302,4784,1661
14000US41039002401,3931,1521
14000US41039002403,3955,1703
14000US41039002404,4194,1627
14000US41039002501,5047,1687
14000US41039002503,8686,3137
14000US41039002504,3409,1143
14000US41039002600,5899,2546
14000US41039002700,4179,1549
14000US41039002800,4319,1839
14000US41039002902,3752,1708
14000US41039002903,2565,1078
14000US41039002904,3484,1897
14000US41039003000,4640,2017
14000US41039003101,5880,2382
14000US41039003102,7042,3210
14000US41039003201,3160,1298
14000US41039003202,3706,1750
14000US41039003301,3354,1319
14000US41039003302,3390,1504
14000US41039003400,5349,1894
14000US41039003500,4163,1567
14000US41039003600,3498,1560
14000US41039003700,4803,596
14000US41039003800,7551,2918
14000US41039003900,3046,1636
14000US41039004000,2337,1308
14000US41039004100,3953,1631
14000US41039004200,3687,1550
14000US41039004300,7188,2792
14000US41039004401,5465,2366
14000US41039004403,4955,2344
14000US41039004404,3262,1337
14000US41039004405,4696,1815
14000US41039004501,2872,1432
14000US41039004502,3568,1715
14000US41039004600,2812,1223
14000US41039004700,4305,1686
14000US41039004800,4942,2021
14000US41039004900,4293,1578
14000US41039005000,5238,2248
14000US41039005100,3179,1451
14000US41039005200,2168,947
14000US41039005300,2295,989
14000US41039005400,5665,2307
14000US41039990000,0,0
14000US41041950100,3319,1346
14000US41041950303,1540,682
14000US41041950304,3480,1496
14000US41041950400,3847,1770
14000US41041950601,2040,1075
14000US41041950602,2190,1053
14000US41041950800,3337,1573
14000US41041950900,3859,1436
14000US41041951000,2037,922
14000US41041951100,1581,800
14000US41041951200,1983,943
14000US41041951300,2237,941
14000US41041951400,2891,1062
14000US41041951500,2735,1215
14000US41041951600,3518,1586
14000US41041951700,1949,970
14000US41041951800,4142,1564
14000US41041990100,0,0
14000US41043020100,9563,3540
14000US41043020200,1880,819
14000US41043020300,7695,2800
14000US41043020400,4206,1732
14000US41043020500,3677,1673
14000US41043020600,8508,3364
14000US41043020700,5876,2082
14000US41043020801,2686,986
14000US41043020802,6713,2384
14000US41043030100,6032,2139
14000US41043030200,6626,2476
14000US41043030300,2133,818
14000US41043030401,6723,2484
14000US41043030402,6961,2757
14000US41043030500,4138,1553
14000US41043030600,7102,2298
14000US41043030700,3564,1508
14000US41043030800,7707,3070
14000US41043030902,7958,2672
14000US41043030903,5656,2560
14000US41043030904,4458,1663
14000US41045940000,0,0
