Geo_GEOID,SE_T004_001,SE_T017_001
14000US06099003907,7413,2893
14000US06099003908,2388,900
14000US06099003909,5886,2203
14000US06099004000,3610,1234
14000US06101050101,6837,2398
14000US06101050102,4297,1802
14000US06101050201,3078,1164
14000US06101050202,3840,1394
14000US06101050301,2354,979
14000US06101050302,6613,1875
14000US06101050401,4729,1640
14000US06101050402,4221,1316
14000US06101050403,3566,985
14000US06101050501,6192,1946
14000US06101050503,7163,2085
14000US06101050504,7183,2179
14000US06101050601,5819,1948
14000US06101050603,4773,1917
14000US06101050604,4074,1590
14000US06101050701,4278,1364
14000US06101050702,6104,1720
14000US06101050800,3624,1259
14000US06101050900,1593,619
14000US06101051000,2518,845
14000US06101051100,2550,1003
14000US06103000100,4482,1739
14000US06103000200,7588,3035
14000US06103000300,4696,1761
14000US06103000400,5594,2151
14000US06103000500,5037,2195
14000US06103000600,5067,1918
14000US06103000700,8100,2907
14000US06103000800,4017,1370
14000US06103000900,3836,1384
14000US06103001000,6511,2392
14000US06103001100,8087,2721
14000US06105000101,2509,1061
14000US06105000102,4465,1796
14000US06105000200,2183,882
14000US06105000300,3227,1385
14000US06105000400,796,344
14000US06107000100,4652,1823
14000US06107000201,8887,2206
14000US06107000202,2576,659
14000US06107000301,6672,1983
14000US06107000302,3494,861
14000US06107000401,6263,1639
14000US06107000402,7561,2110
14000US06107000501,6732,1734
14000US06107000502,3977,934
14000US06107000600,6609,1546
14000US06107000701,2572,779
14000US06107000702,5803,1600
14000US06107000800,7204,2241
14000US06107000900,8846,1983
14000US06107001003,22748,6558
14000US06107001004,7702,1986
14000US06107001005,2816,1036
14000US06107001006,5799,2218
14000US06107001100,7384,1960
14000US06107001200,993,521
14000US06107001301,8141,2626
14000US06107001302,7867,2445
14000US06107001400,5771,1853
14000US06107001501,5408,1877
14000US06107001502,5794,1781
14000US06107001601,5580,1298
14000US06107001602,5460,1506
14000US06107001701,6197,2204
14000US06107001703,6969,2535
14000US06107001704,7020,2446
14000US06107001800,4658,1745
14000US06107001901,3868,1223
14000US06107001902,4228,1408
14000US06107002002,4624,1579
14000US06107002003,6294,2088
14000US06107002004,4648,1729
14000US06107002006,4389,1533
14000US06107002007,8851,2968
14000US06107002008,3006,1120
14000US06107002009,4200,1522
14000US06107002100,2448,685
14000US06107002202,6222,1678
14000US06107002203,4869,1170
14000US06107002204,6400,1773
14000US06107002302,4553,1585
14000US06107002303,6277,2422
14000US06107002304,1906,725
14000US06107002400,12563,3685
14000US06107002500,4454,1154
14000US06107002601,4695,1285
14000US06107002602,5570,1535
14000US06107002700,5599,2407
14000US06107002800,3649,1001
14000US06107002901,3627,1125
14000US06107002903,5219,1622
14000US06107002904,5183,1586
14000US06107003001,4650,1240
14000US06107003002,3464,937
14000US06107003100,3598,1011
14000US06107003200,7017,1709
14000US06107003300,7868,2141
14000US06107003400,7444,2031
14000US06107003501,2833,944
14000US06107003502,11631,3085
14000US06107003601,6957,2010
14000US06107003602,6984,2137
14000US06107003700,6425,1858
14000US06107003801,3049,1006
14000US06107003802,4591,1459
14000US06107003901,6814,1817
14000US06107003902,5829,1513
14000US06107004000,618,0
14000US06107004101,9178,2562
14000US06107004102,2204,600
14000US06107004200,7002,1608
14000US06107004300,7970,1784
14000US06107004400,7535,1741
14000US06107004500,6611,1659
14000US06109001100,3657,1639
14000US06109001200,3874,1897
14000US06109002100,4912,2112
14000US06109002200,8087,3064
14000US06109003100,6393,2808
14000US06109003200,5399,2292
14000US06109004100,5373,2467
14000US06109004200,3236,1505
14000US06109005100,8298,3551
14000US06109005201,2127,748
14000US06109985202,2508,0
14000US06111000100,660,301
14000US06111000200,2615,752
14000US06111000302,7896,2340
14000US06111000303,4851,1382
14000US06111000304,4284,1173
14000US06111000400,6954,1783
14000US06111000500,1624,572
14000US06111000600,6478,1933
14000US06111000701,6787,1863
14000US06111000702,3482,925
14000US06111000800,7942,2589
14000US06111000901,2506,1062
14000US06111000902,2048,805
14000US06111000903,5664,1985
14000US06111001001,2716,1027
14000US06111001002,6405,2473
14000US06111001101,4970,1758
14000US06111001102,3820,1371
14000US06111001201,4696,1790
14000US06111001202,6607,2402
14000US06111001204,2952,813
14000US06111001206,829,341
14000US06111001301,8491,2703
14000US06111001302,2186,775
14000US06111001401,4038,1398
14000US06111001402,5342,2052
14000US06111001502,9069,3693
14000US06111001503,5267,1793
14000US06111001506,5202,1750
14000US06111001507,4304,1478
14000US06111001601,1286,518
14000US06111001602,2291,923
14000US06111001700,3438,1254
14000US06111001800,4540,1530
14000US06111001900,3939,1674
14000US06111002000,2740,1089
14000US06111002102,1606,991
14000US06111002200,6454,2077
14000US06111002300,7447,2090
14000US06111002400,2627,1357
14000US06111002500,4872,2161
14000US06111002600,3426,1364
14000US06111002700,4112,1627
14000US06111002800,6605,2506
14000US06111002901,5931,1774
14000US06111002905,5439,1615
14000US06111003010,3298,982
14000US06111003011,5788,1580
14000US06111003012,639,148
14000US06111003013,5297,1598
14000US06111003100,15235,3451
14000US06111003201,4321,758
14000US06111003300,8972,2219
14000US06111003605,9131,2830
14000US06111003608,3897,1007
14000US06111003609,5909,3009
14000US06111003612,4600,1959
14000US06111003700,6862,1203
14000US06111003801,5024,1136
14000US06111003802,2796,556
14000US06111003900,7374,1460
14000US06111004000,6995,1409
14000US06111004101,7083,1340
14000US06111004200,5603,1221
14000US06111004304,6776,2433
14000US06111004305,2071,400
14000US06111004400,7676,2672
14000US06111004503,4469,982
14000US06111004504,5305,1156
14000US06111004505,2237,447
14000US06111004506,7859,1456
14000US06111004600,2184,520
14000US06111004704,1557,421
14000US06111004710,4761,1257
14000US06111004711,3589,782
14000US06111004715,5331,1232
14000US06111004716,4817,902
14000US06111004717,4360,719
14000US06111004901,7205,1773
14000US06111004902,4941,1112
14000US06111005002,2994,712
14000US06111005003,8220,1881
14000US06111005004,7674,2325
14000US06111005100,3811,1076
14000US06111005202,2830,1120
14000US06111005203,5693,1860
14000US06111005204,3506,1255
14000US06111005205,5895,2254
14000US06111005303,9572,3259
14000US06111005304,5151,2714
14000US06111005305,5677,1811
14000US06111005306,4888,1640
14000US06111005401,4107,1310
14000US06111005403,2609,954
14000US06111005404,3796,1156
14000US06111005502,5267,2071
14000US06111005503,4244,1318
14000US06111005504,4345,1552
14000US06111005600,9691,3827
14000US06111005700,3494,580
14000US06111005801,5339,1704
14000US06111005802,9667,3013
14000US06111005901,7059,2304
14000US06111005906,6516,2459
14000US06111005907,3666,1775
14000US06111005908,2830,934
14000US06111005909,3644,1482
14000US06111005910,1755,609
14000US06111005911,3817,1497
14000US06111006000,4653,1532
14000US06111006100,8638,2810
14000US06111006200,2912,1042
14000US06111006301,6349,2606
14000US06111006302,3844,820
14000US06111006400,7327,2492
14000US06111006500,3545,1019
14000US06111006600,4324,1364
14000US06111006700,3190,1150
14000US06111006800,3802,1197
14000US06111006900,3977,1755
14000US06111007000,3980,1593
14000US06111007100,6124,2682
14000US06111007201,3569,1201
14000US06111007202,4232,1587
14000US06111007300,1846,774
14000US06111007402,6352,2583
14000US06111007403,6114,2183
14000US06111007405,6477,2453
14000US06111007406,2542,854
14000US06111007505,3339,1136
14000US06111007506,7369,2485
14000US06111007507,7038,2353
14000US06111007508,3616,1438
14000US06111007509,4565,1516
14000US06111007510,6121,2030
14000US06111007511,2404,829
14000US06111007512,5355,1758
14000US06111007513,1626,514
14000US06111007514,6415,2894
14000US06111007606,1644,431
14000US06111007607,6244,1984
14000US06111007609,2720,821
14000US06111007610,5260,1764
14000US06111007611,4144,910
14000US06111007612,5127,1693
14000US06111007613,4034,1214
14000US06111007614,7714,2422
14000US06111007700,6126,2018
14000US06111007800,4294,1418
14000US06111007901,5426,1729
14000US06111007903,4809,1546
14000US06111007904,5712,1752
14000US06111008001,3529,970
14000US06111008002,5339,1576
14000US06111008004,4929,1429
14000US06111008005,2621,737
14000US06111008101,3308,1103
14000US06111008201,4625,1455
14000US06111008202,4766,1488
14000US06111008302,5676,2033
14000US06111008303,3698,1336
14000US06111008304,5683,2111
14000US06111008305,3797,1210
14000US06111008306,3968,1564
14000US06111008401,5396,1861
14000US06111008402,5398,1634
14000US06111008500,8457,3071
14000US06111008600,8006,2145
14000US06111008700,6292,1876
14000US06111008800,5426,1394
14000US06111008900,3395,684
14000US06111009100,4641,1095
14000US06111980000,104,0
14000US06111990100,0,0
14000US06113010101,7400,2466
14000US06113010102,7336,2408
14000US06113010201,3277,1327
14000US06113010203,5354,2006
14000US06113010204,4608,1945
14000US06113010302,7866,2812
14000US06113010310,5737,1755
14000US06113010312,5631,1891
14000US06113010401,4429,1806
14000US06113010402,4318,1299
14000US06113010501,7761,1274
14000US06113010505,4755,1779
14000US06113010508,2453,1032
14000US06113010509,3415,1307
14000US06113010510,5375,2041
14000US06113010511,3482,1342
14000US06113010512,3602,1177
14000US06113010513,2531,1125
14000US06113010602,6078,2588
14000US06113010605,3469,1160
14000US06113010606,7610,2850
14000US06113010607,4297,1617
14000US06113010608,6295,1780
14000US06113010701,4798,2052
14000US06113010703,5693,1688
14000US06113010704,2510,876
14000US06113010800,3628,1330
14000US06113010901,5656,1774
14000US06113010902,6263,2330
14000US06113011001,6507,2470
14000US06113011002,3641,1464
14000US06113011101,2939,1115
14000US06113011102,5005,1508
14000US06113011103,3049,923
14000US06113011203,2402,1050
14000US06113011204,5425,1869
14000US06113011205,8232,2512
14000US06113011206,8143,2470
14000US06113011300,8617,2957
14000US06113011400,4348,1489
14000US06113011500,5736,1880
14000US06115040100,4608,1778
14000US06115040200,8101,2868
14000US06115040301,3298,1174
14000US06115040302,2247,743
14000US06115040303,7487,2451
14000US06115040400,5059,1678
14000US06115040500,3866,1223
14000US06115040600,5597,1912
14000US06115040700,12760,3844
14000US06115040800,4337,1490
14000US06115040901,3110,1048
14000US06115040902,1622,369
14000US06115041000,7419,2916
14000US06115041100,4386,2161
14000US08001007801,4374,1276
14000US08001007802,4496,1343
14000US08001007900,5631,1793
14000US08001008000,6223,1742
14000US08001008100,1343,673
14000US08001008200,5529,1454
14000US08001008308,5446,1808
14000US08001008309,3803,1096
14000US08001008353,6586,2170
14000US08001008401,4407,1563
14000US08001008402,4715,1633
14000US08001008505,6904,2423
14000US08001008506,6365,2592
14000US08001008507,7002,2114
14000US08001008508,5816,1939
14000US08001008523,7620,2629
14000US08001008524,8104,2653
14000US08001008526,6710,2542
14000US08001008529,7496,3141
14000US08001008533,8237,2953
14000US08001008534,4747,1379
14000US08001008535,3784,1104
14000US08001008536,2797,895
14000US08001008537,6896,1906
14000US08001008538,6517,2034
14000US08001008539,9947,2843
14000US08001008540,7319,2382
14000US08001008541,4897,1800
14000US08001008542,7912,2382
14000US08001008543,8514,2602
14000US08001008544,4968,1513
14000US08001008545,7721,2293
14000US08001008546,3069,1104
14000US08001008547,4103,1199
14000US08001008548,1556,562
14000US08001008549,4451,1292
14000US08001008550,8248,2693
14000US08001008551,1365,368
14000US08001008603,2089,742
14000US08001008604,4970,1061
14000US08001008605,3600,1282
14000US08001008606,6576,2242
14000US08001008705,5126,1490
14000US08001008706,5140,1524
14000US08001008709,7990,2447
14000US08001008801,5941,1496
14000US08001008802,4927,1200
14000US08001008901,2400,710
14000US08001009001,4306,1435
14000US08001009002,10580,3210
14000US08001009101,4694,1455
14000US08001009103,3772,1059
14000US08001009104,6168,1866
14000US08001009202,4708,1414
14000US08001009203,3750,1490
14000US08001009204,7000,2569
14000US08001009206,2199,781
14000US08001009207,4991,1584
14000US08001009304,6151,2195
14000US08001009306,3694,1243
14000US08001009307,4000,1211
14000US08001009308,4789,1334
14000US08001009309,3555,1434
14000US08001009310,5612,1930
14000US08001009316,6916,2098
14000US08001009318,6931,2214
14000US08001009319,2613,887
14000US08001009320,2800,1007
14000US08001009321,3752,1290
14000US08001009322,4507,1560
14000US08001009323,3946,1476
14000US08001009325,5187,2330
14000US08001009326,2588,1090
14000US08001009327,3900,1573
14000US08001009401,5392,1849
14000US08001009406,4629,1677
14000US08001009407,5369,1759
14000US08001009408,4539,1655
14000US08001009409,5674,2213
14000US08001009410,3109,1183
14000US08001009411,3163,1222
14000US08001009501,3192,1137
14000US08001009502,4342,1286
14000US08001009553,3137,1093
14000US08001009603,6021,2196
14000US08001009604,4630,1854
14000US08001009606,2773,1038
14000US08001009607,5266,1785
14000US08001009608,3161,1289
14000US08001009751,3724,1317
14000US08001009752,3289,1029
14000US08001015000,2928,1107
14000US08001060000,5154,1711
14000US08001060100,7619,2314
14000US08001060200,3726,1669
14000US08001061200,1654,548
14000US08001988700,0,0
14000US08003960000,1547,620
14000US08003960100,2841,911
14000US08003960200,6561,2560
14000US08003960300,5404,1855
14000US08005004951,2345,1187
14000US08005004952,2560,1540
14000US08005005551,3305,1094
14000US08005005552,2516,1086
14000US08005005553,3869,1475
14000US08005005611,5201,1852
14000US08005005612,3788,1566
14000US08005005614,3351,1273
14000US08005005619,4506,1740
14000US08005005620,2725,1665
14000US08005005621,3295,1184
14000US08005005622,2345,927
14000US08005005623,4226,1752
14000US08005005624,2369,841
14000US08005005625,3086,1221
14000US08005005626,3757,1627
14000US08005005627,4567,1818
14000US08005005628,5777,2285
14000US08005005629,2472,827
14000US08005005630,5414,2096
14000US08005005631,3253,1230
14000US08005005632,3297,1183
14000US08005005633,3109,1324
14000US08005005634,3108,1596
14000US08005005635,5046,2025
14000US08005005636,1880,678
14000US08005005700,3482,1674
14000US08005005800,2537,1160
14000US08005005951,4680,2354
14000US08005005952,3473,1609
14000US08005006000,2813,1315
14000US08005006100,2905,1425
14000US08005006200,3217,1251
14000US08005006300,2472,1046
14000US08005006400,3345,1291
14000US08005006501,2134,1180
14000US08005006502,3559,1483
14000US08005006601,5592,2471
14000US08005006603,3535,1450
14000US08005006604,4349,1930
14000US08005006704,4404,1533
14000US08005006705,2010,640
14000US08005006706,5074,2063
14000US08005006707,5182,1829
14000US08005006708,5138,1987
14000US08005006709,5501,2153
14000US08005006711,4076,1416
14000US08005006712,1482,552
14000US08005006713,1421,727
14000US08005006808,5945,1847
14000US08005006815,4636,1758
14000US08005006854,2774,1208
14000US08005006855,5569,1899
14000US08005006856,8267,3179
14000US08005006857,2250,903
14000US08005006858,4921,2691
14000US08005007101,5025,1837
14000US08005007103,1619,562
14000US08005007104,5608,1479
14000US08005007105,5043,1596
14000US08005007106,5495,1696
14000US08005007107,7719,2293
14000US08005007201,3963,1216
14000US08005007202,4201,1363
14000US08005007301,2340,909
14000US08005007302,5432,1670
14000US08005007400,5679,1604
14000US08005007500,2689,791
14000US08005007600,3638,1228
14000US08005007702,4114,1442
14000US08005007703,4545,1667
14000US08005007704,5037,1911
14000US08005015100,2684,1056
14000US08005080000,3503,1296
14000US08005080100,4601,1808
14000US08005080200,5550,1886
14000US08005080300,5607,2247
14000US08005080400,4931,2049
14000US08005080500,3692,1704
14000US08005080600,3112,1793
14000US08005080700,5595,1867
14000US08005080800,3544,1125
14000US08005080900,4753,1341
14000US08005081000,5995,2388
14000US08005081100,6042,2538
14000US08005081200,4388,1837
14000US08005081300,3153,1067
14000US08005081400,4064,1572
14000US08005081500,3090,2154
14000US08005081600,5183,1838
14000US08005081700,2979,977
14000US08005081800,5542,1554
14000US08005081900,6622,2359
14000US08005082000,4198,1750
14000US08005082100,7199,2357
14000US08005082200,5890,2150
14000US08005082300,3575,1380
14000US08005082400,4311,1485
14000US08005082500,2352,743
14000US08005082600,5309,2113
14000US08005082700,3502,1144
14000US08005082800,4978,1840
14000US08005082900,4638,1576
14000US08005083000,3501,1205
14000US08005083100,6217,2430
14000US08005083200,9168,2713
14000US08005083300,4486,1807
14000US08005083400,7246,2137
14000US08005083500,5873,2175
14000US08005083600,3650,1646
14000US08005083700,4506,1567
14000US08005083800,3209,1161
14000US08005083900,2981,1515
14000US08005084000,2517,748
14000US08005084100,4351,1544
14000US08005084200,3816,1284
14000US08005084300,3532,1133
14000US08005084400,3063,1049
14000US08005084500,3022,1189
14000US08005084600,5473,1988
14000US08005084700,4661,1656
14000US08005084800,3730,1176
14000US08005084900,3412,1042
14000US08005085000,1720,597
14000US08005085100,6948,1976
14000US08005085200,2889,935
14000US08005085300,2450,952
14000US08005085400,4389,1394
14000US08005085500,5352,1769
14000US08005085600,3283,990
14000US08005085700,4434,1713
14000US08005085800,1793,644
14000US08005085900,4240,1316
14000US08005086000,7984,2443
14000US08005086100,4769,1530
14000US08005086200,6437,1913
14000US08005086300,4445,1835
14000US08005086400,2122,746
14000US08005086500,5224,1883
14000US08005086600,5581,2370
14000US08005086700,4122,1260
14000US08005086800,7088,3084
14000US08005086900,3158,1351
14000US08005087000,5203,2092
14000US08005087100,2661,1279
14000US08005087200,4210,2139
14000US08005087300,8113,3094
14000US08007940400,1313,588
14000US08007974200,5406,2380
14000US08007974300,3329,1389
14000US08007974400,2307,1025
14000US08009964600,1567,689
14000US08009964700,2081,856
14000US08011966700,5816,1720
14000US08013012101,4645,1968
14000US08013012102,7458,2972
14000US08013012103,3953,1687
14000US08013012104,2424,1031
14000US08013012105,5604,2374
14000US08013012201,3760,1633
14000US08013012202,6189,3034
14000US08013012203,7131,3906
14000US08013012204,3833,1857
14000US08013012300,6982,729
14000US08013012401,5802,1935
14000US08013012501,2645,1216
14000US08013012505,4064,1688
14000US08013012507,4557,1757
14000US08013012508,3227,1337
14000US08013012509,3532,1296
14000US08013012510,4661,1981
14000US08013012511,6207,1857
14000US08013012603,3405,1437
14000US08013012605,1739,740
14000US08013012607,5122,2974
14000US08013012608,2558,989
14000US08013012701,5755,2225
14000US08013012705,3949,2057
14000US08013012707,2489,665
14000US08013012708,5358,2286
14000US08013012709,1835,702
14000US08013012710,3358,1543
14000US08013012800,11847,3933
14000US08013012903,2377,933
14000US08013012904,5915,2372
14000US08013012905,2641,1208
14000US08013012907,3316,1329
14000US08013013003,5962,2381
14000US08013013004,3697,1259
14000US08013013005,3420,1334
14000US08013013006,5633,2199
14000US08013013201,1575,626
14000US08013013202,1463,587
14000US08013013205,5866,2100
14000US08013013207,4359,1857
14000US08013013208,5716,2499
14000US08013013210,5112,1761
14000US08013013211,6257,2166
14000US08013013212,4369,1817
14000US08013013213,8122,2972
14000US08013013302,4588,2145
14000US08013013305,5137,1972
14000US08013013306,5124,1716
14000US08013013307,3594,1588
14000US08013013308,3460,1662
14000US08013013401,3796,1446
14000US08013013402,7388,2895
14000US08013013503,5811,2015
14000US08013013505,4728,1642
14000US08013013506,4305,1445
14000US08013013507,3180,1160
14000US08013013508,7533,2494
14000US08013013601,4123,1607
14000US08013013602,866,470
14000US08013013701,6502,2676
14000US08013013702,6126,2806
14000US08013060600,5826,2248
14000US08013060700,3162,1359
14000US08013060800,6904,2939
14000US08013060900,4664,1916
14000US08013061300,3594,1055
14000US08013061400,3661,1204
14000US08014030000,3595,1438
14000US08014030100,2375,870
14000US08014030200,1861,785
14000US08014030300,3590,1662
14000US08014030400,3833,1324
14000US08014030500,5937,2116
14000US08014030600,6076,2118
14000US08014030700,2976,1197
14000US08014030800,5688,1932
14000US08014030900,5882,2177
14000US08014031000,5594,2159
14000US08014031100,4098,2289
14000US08014031200,4203,2005
14000US08014031300,2335,798
14000US08014031400,4406,1711
14000US08014980100,0,0
14000US08014980200,0,0
14000US08014980300,0,0
14000US08015000100,2709,1311
14000US08015000200,4168,1906
14000US08015000300,3463,1525
14000US08015000401,4577,1899
14000US08015000402,3590,1095
14000US08017960600,2071,776
14000US08019014700,5060,2281
14000US08019014800,1755,887
14000US08019014900,2423,1243
14000US08021974800,3935,1360
14000US08021974900,4278,1540
14000US08023972600,1966,750
14000US08023972700,1624,756
14000US08025969600,5537,1174
14000US08027970100,4375,1950
14000US08029964600,3640,1505
14000US08029964700,3889,1673
14000US08029964800,4024,1272
14000US08029964900,5476,2152
14000US08029965000,4765,1911
14000US08029965100,4407,1770
14000US08029965200,4020,1744
14000US08031000102,3272,1581
14000US08031000201,4082,1572
14000US08031000202,3996,1724
14000US08031000301,5465,2679
14000US08031000302,4413,2096
14000US08031000303,4937,2235
14000US08031000401,3237,1423
14000US08031000402,4948,2878
14000US08031000501,1934,954
14000US08031000502,5977,2812
14000US08031000600,2973,1574
14000US08031000701,3906,1820
14000US08031000702,5173,1949
14000US08031000800,1448,442
14000US08031000902,6093,1763
14000US08031000903,6459,1925
14000US08031000904,5111,1794
14000US08031000905,4203,1150
14000US08031001000,4047,1224
14000US08031001101,2664,945
14000US08031001102,3707,1746
14000US08031001301,5115,1667
14000US08031001302,4078,1383
14000US08031001401,6549,2052
14000US08031001402,4707,1433
14000US08031001403,3161,1552
14000US08031001500,4170,1109
14000US08031001600,10830,4710
14000US08031001701,5264,3596
14000US08031001702,3983,2456
14000US08031001800,3387,1684
14000US08031001901,2642,963
14000US08031001902,812,43
14000US08031002000,1918,1256
14000US08031002100,5871,2732
14000US08031002300,5988,2180
14000US08031002402,1887,873
14000US08031002403,3633,2090
14000US08031002601,3132,2221
14000US08031002602,2702,1769
14000US08031002701,4673,3544
14000US08031002702,5957,3897
14000US08031002703,5241,3544
14000US08031002801,2705,1588
14000US08031002802,4334,2804
14000US08031002803,4658,2975
14000US08031002901,3246,1629
14000US08031002902,4330,2011
14000US08031003001,5712,2726
14000US08031003002,2560,1274
14000US08031003003,3291,1096
14000US08031003004,6217,2519
14000US08031003101,1576,759
14000US08031003102,3318,1876
14000US08031003201,5467,3231
14000US08031003202,3136,2023
14000US08031003203,3122,1343
14000US08031003300,3560,1526
14000US08031003401,2542,1331
14000US08031003402,4821,2042
14000US08031003500,6920,1795
14000US08031003601,4549,1704
14000US08031003602,4594,1622
14000US08031003603,3136,1388
14000US08031003701,3394,1846
14000US08031003702,4840,2832
14000US08031003703,3093,1607
14000US08031003800,6688,4145
14000US08031003901,4597,2251
14000US08031003902,4683,1880
14000US08031004002,3417,1404
14000US08031004003,4343,2028
14000US08031004004,1868,868
14000US08031004005,3069,1555
14000US08031004006,4666,2070
14000US08031004101,4438,1733
14000US08031004102,4769,1432
14000US08031004103,5600,2190
14000US08031004104,4739,1904
14000US08031004106,12563,3556
14000US08031004107,6937,2834
14000US08031004201,4769,2005
14000US08031004202,4515,1679
14000US08031004301,4540,2828
14000US08031004302,2419,1229
14000US08031004303,4054,1561
14000US08031004304,5885,2811
14000US08031004306,5257,2274
14000US08031004403,4536,1855
14000US08031004404,6418,2455
14000US08031004405,8252,3867
14000US08031004503,4085,1242
14000US08031004504,4506,1176
14000US08031004505,4606,1252
14000US08031004506,3721,1048
14000US08031004601,5604,1884
14000US08031004602,8417,2316
14000US08031004603,5978,2038
14000US08031004700,6782,2194
14000US08031004801,3221,1093
14000US08031005001,3039,1135
14000US08031005002,7179,3291
14000US08031005102,3736,1527
14000US08031005104,3545,1596
14000US08031005200,3468,1369
14000US08031005300,1363,672
14000US08031005502,2048,570
14000US08031005503,4875,1819
14000US08031006701,3231,2016
14000US08031006804,2423,1275
14000US08031006809,7325,3524
14000US08031006810,5583,2564
14000US08031006811,6190,3133
14000US08031006812,3864,2058
14000US08031006813,4258,2363
14000US08031006814,4476,1982
14000US08031006901,5478,2643
14000US08031007006,4771,2394
14000US08031007013,3646,1950
14000US08031007037,4285,1807
14000US08031007088,4621,2355
14000US08031007089,4775,3542
14000US08031008304,4114,937
14000US08031008305,4519,1001
14000US08031008306,6365,1778
14000US08031008312,8034,2131
14000US08031008386,4905,1119
14000US08031008387,7028,1631
14000US08031008388,8532,2782
14000US08031008389,10222,2858
14000US08031008390,9336,2788
14000US08031008391,7950,2431
14000US08031011902,6602,2743
14000US08031011903,2383,950
14000US08031012001,2086,895
14000US08031012010,5154,2465
14000US08031012014,6385,2999
14000US08031015300,3735,2236
14000US08031015400,4402,1636
14000US08031015500,3541,1792
14000US08031015600,7925,2328
14000US08031015700,5649,2133
14000US08031980000,1449,610
14000US08031980100,0,0
14000US08033000100,1789,720
14000US08035013901,7510,2965
14000US08035013904,4389,1799
14000US08035013905,3508,1365
14000US08035013907,4775,1804
14000US08035013908,7052,2619
14000US08035013909,6699,2382
14000US08035013910,6187,2002
14000US08035013911,7043,2245
14000US08035014001,6933,2792
14000US08035014005,5153,1845
14000US08035014006,6300,2083
14000US08035014007,2871,1522
14000US08035014008,6986,2344
14000US08035014009,3554,1137
14000US08035014010,5556,2151
14000US08035014011,2476,1120
14000US08035014012,7736,2628
14000US08035014013,5842,1759
14000US08035014107,3880,1451
14000US08035014108,5041,1889
14000US08035014109,2810,1211
14000US08035014110,5639,2338
14000US08035014112,4281,1575
14000US08035014113,3365,1071
14000US08035014114,3467,1469
14000US08035014115,4246,1682
14000US08035014116,5628,2442
14000US08035014122,7417,2539
14000US08035014123,3146,1228
14000US08035014124,5637,1891
14000US08035014125,3608,1484
14000US08035014126,1852,967
14000US08035014127,5319,1816
14000US08035014128,5053,1916
14000US08035014129,3999,1308
14000US08035014130,8105,2628
14000US08035014131,4059,1992
14000US08035014132,6320,1974
14000US08035014133,6854,2340
14000US08035014134,6564,2105
14000US08035014135,3589,1115
14000US08035014136,9224,3142
14000US08035014137,10173,3148
14000US08035014138,3485,1723
14000US08035014139,4063,1642
14000US08035014140,5368,1796
14000US08035014202,1956,803
14000US08035014203,6783,2382
14000US08035014204,3261,1180
14000US08035014300,722,339
14000US08035014403,5286,2133
14000US08035014404,2700,1080
14000US08035014405,7657,2422
14000US08035014406,10193,3496
14000US08035014503,5380,2097
14000US08035014504,4606,1774
14000US08035014505,4998,1920
14000US08035014506,4212,1478
14000US08035014602,2664,950
14000US08035014603,6996,2204
14000US08035014604,4062,1315
14000US08037000100,1552,378
14000US08037000200,7155,2282
14000US08037000301,5976,2012
14000US08037000302,2199,909
14000US08037000401,4531,1544
14000US08037000402,4509,1378
14000US08037000403,8313,2578
14000US08037000501,660,280
14000US08037000502,4471,1248
14000US08037000503,6444,2099
14000US08037000600,1387,517
14000US08037000701,1272,478
14000US08037000702,1582,746
14000US08037000703,2843,1164
14000US08039961100,2071,855
14000US08039961204,7649,2431
14000US08039961205,1738,738
14000US08039961206,3477,1292
14000US08039961207,3910,1320
14000US08039961208,3205,1120
14000US08039961209,2175,812
14000US08041000101,6194,2974
14000US08041000102,3674,1362
14000US08041000202,4626,1861
14000US08041000203,4236,1869
14000US08041000301,3077,1424
14000US08041000302,4739,1791
14000US08041000400,2172,1112
14000US08041000500,2281,1009
14000US08041000600,3257,1352
14000US08041000700,3265,1496
14000US08041000800,2980,1404
14000US08041000900,2368,1101
14000US08041001000,2361,1026
14000US08041001101,1295,727
14000US08041001104,3207,1574
14000US08041001301,2435,1156
14000US08041001302,5032,2464
14000US08041001400,3436,1713
14000US08041001500,2293,1057
14000US08041001600,3487,1048
14000US08041001700,1950,928
14000US08041001800,1907,943
14000US08041001900,4558,2228
14000US08041002000,7029,2807
14000US08041002101,3698,1751
14000US08041002102,4658,1736
14000US08041002200,2641,1262
14000US08041002300,1677,908
14000US08041002400,5729,2609
14000US08041002501,3513,1511
14000US08041002502,4370,2039
14000US08041002700,3131,1547
14000US08041002800,6262,2682
14000US08041002900,6077,2559
14000US08041003000,4778,2218
14000US08041003100,4379,1853
14000US08041003303,5493,2406
14000US08041003305,7485,2991
14000US08041003306,3182,1137
14000US08041003307,3406,1451
14000US08041003308,6396,2779
14000US08041003400,3441,1565
14000US08041003701,7739,2874
14000US08041003702,5134,1957
14000US08041003705,5673,2247
14000US08041003706,4916,1823
14000US08041003707,4164,1521
14000US08041003708,2876,1202
14000US08041003709,6368,2714
14000US08041003801,1979,527
14000US08041003802,3978,0
14000US08041003902,11965,3697
14000US08041003905,3487,1573
14000US08041003906,6553,2549
14000US08041003909,6807,2457
14000US08041004008,2717,694
14000US08041004009,1867,702
14000US08041004100,4851,1796
14000US08041004200,3704,1439
14000US08041004300,6590,2092
14000US08041004401,9234,2649
