Geo_GEOID,Geo_NAME,SE_T004_001,SE_T017_001
05000US31139,"Pierce County, Nebraska",7179,2949
05000US31141,"Platte County, Nebraska",32703,12737
05000US31143,"Polk County, Nebraska",5242,2112
05000US31145,"Red Willow County, Nebraska",10884,4572
05000US31147,"Richardson County, Nebraska",8149,3768
05000US31149,"Rock County, Nebraska",1407,695
05000US31151,"Saline County, Nebraska",14356,5119
05000US31153,"Sarpy County, Nebraska",172460,62907
05000US31155,"Saunders County, Nebraska",20946,7991
05000US31157,"Scotts Bluff County, Nebraska",36599,14544
05000US31159,"Seward County, Nebraska",17113,6348
05000US31161,"Sheridan County, Nebraska",5259,2227
05000US31163,"Sherman County, Nebraska",3090,1367
05000US31165,"Sioux County, Nebraska",1274,544
05000US31167,"Stanton County, Nebraska",6022,2342
05000US31169,"Thayer County, Nebraska",5163,2375
05000US31171,"Thomas County, Nebraska",675,298
05000US31173,"Thurston County, Nebraska",6989,2096
05000US31175,"Valley County, Nebraska",4240,1916
05000US31177,"Washington County, Nebraska",20338,8022
05000US31179,"Wayne County, Nebraska",9414,3567
05000US31181,"Webster County, Nebraska",3665,1551
05000US31183,"Wheeler County, Nebraska",805,373
05000US31185,"York County, Nebraska",13842,5670
05000US32001,"Churchill County, Nevada",24148,9491
05000US32003,"Clark County, Nevada",2070153,735475
05000US32005,"Douglas County, Nevada",47426,19928
05000US32007,"Elko County, Nevada",52029,17618
05000US32009,"Esmeralda County, Nevada",1069,454
05000US32011,"Eureka County, Nevada",1730,766
05000US32013,"Humboldt County, Nevada",17091,6174
05000US32015,"Lander County, Nevada",5907,2102
05000US32017,"Lincoln County, Nevada",5155,1835
05000US32019,"Lyon County, Nevada",51897,19586
05000US32021,"Mineral County, Nevada",4519,2065
05000US32023,"Nye County, Nevada",43198,17464
05000US32027,"Pershing County, Nevada",6690,2016
05000US32029,"Storey County, Nevada",3941,1752
05000US32031,"Washoe County, Nevada",439914,169015
05000US32033,"White Pine County, Nevada",9893,3158
05000US32510,"Carson City, Nevada",54412,21802
05000US33001,"Belknap County, New Hampshire",60392,24464
05000US33003,"Carroll County, New Hampshire",47416,20783
05000US33005,"Cheshire County, New Hampshire",76320,30473
05000US33007,"Coos County, New Hampshire",32219,13917
05000US33009,"Grafton County, New Hampshire",89164,34903
05000US33011,"Hillsborough County, New Hampshire",404948,156114
05000US33013,"Merrimack County, New Hampshire",147715,56790
05000US33015,"Rockingham County, New Hampshire",300365,118672
05000US33017,"Strafford County, New Hampshire",125913,47779
05000US33019,"Sullivan County, New Hampshire",43051,17478
05000US34001,"Atlantic County, New Jersey",274026,101083
05000US34003,"Bergen County, New Jersey",930310,337069
05000US34005,"Burlington County, New Jersey",450236,164623
05000US34007,"Camden County, New Jersey",511145,185722
05000US34009,"Cape May County, New Jersey",95404,40073
05000US34011,"Cumberland County, New Jersey",155744,50718
05000US34013,"Essex County, New Jersey",792586,279480
05000US34015,"Gloucester County, New Jersey",291286,104762
05000US34017,"Hudson County, New Jersey",668526,251693
05000US34019,"Hunterdon County, New Jersey",125708,46935
05000US34021,"Mercer County, New Jersey",371101,130129
05000US34023,"Middlesex County, New Jersey",831852,283279
05000US34025,"Monmouth County, New Jersey",627532,232868
05000US34027,"Morris County, New Jersey",498215,179734
05000US34029,"Ocean County, New Jersey",586166,222609
05000US34031,"Passaic County, New Jersey",507204,161534
05000US34033,"Salem County, New Jersey",64504,24255
05000US34035,"Somerset County, New Jersey",331686,116456
05000US34037,"Sussex County, New Jersey",144694,53648
05000US34039,"Union County, New Jersey",550436,186890
05000US34041,"Warren County, New Jersey",107095,41454
05000US35001,"Bernalillo County, New Mexico",674777,262520
05000US35003,"Catron County, New Mexico",3547,1425
05000US35005,"Chaves County, New Mexico",65610,23153
05000US35006,"Cibola County, New Mexico",27373,8787
05000US35007,"Colfax County, New Mexico",12716,5383
05000US35009,"Curry County, New Mexico",50544,18297
05000US35011,"De Baca County, New Mexico",1977,563
05000US35013,"Do–a Ana County, New Mexico",213825,74989
05000US35015,"Eddy County, New Mexico",56369,20941
05000US35017,"Grant County, New Mexico",28879,11941
05000US35019,"Guadalupe County, New Mexico",4469,1168
05000US35021,"Harding County, New Mexico",565,193
05000US35023,"Hidalgo County, New Mexico",4531,1763
05000US35025,"Lea County, New Mexico",68930,21542
05000US35027,"Lincoln County, New Mexico",19726,8016
05000US35028,"Los Alamos County, New Mexico",17895,7586
05000US35029,"Luna County, New Mexico",24627,8728
05000US35031,"McKinley County, New Mexico",74346,18968
05000US35033,"Mora County, New Mexico",4598,1540
05000US35035,"Otero County, New Mexico",65333,23043
05000US35037,"Quay County, New Mexico",8555,3174
05000US35039,"Rio Arriba County, New Mexico",39924,13343
05000US35041,"Roosevelt County, New Mexico",19618,7110
05000US35043,"Sandoval County, New Mexico",138117,48534
05000US35045,"San Juan County, New Mexico",122537,41036
05000US35047,"San Miguel County, New Mexico",28350,10630
05000US35049,"Santa Fe County, New Mexico",147320,61286
05000US35051,"Sierra County, New Mexico",11442,5341
05000US35053,"Socorro County, New Mexico",17324,4786
05000US35055,"Taos County, New Mexico",32961,13006
05000US35057,"Torrance County, New Mexico",15599,5373
05000US35059,"Union County, New Mexico",4292,1545
05000US35061,"Valencia County, New Mexico",75993,26841
05000US36001,"Albany County, New York",307891,124108
05000US36003,"Allegany County, New York",47700,18032
05000US36005,"Bronx County, New York",1436785,490740
05000US36007,"Broome County, New York",197381,78738
05000US36009,"Cattaraugus County, New York",78506,31502
05000US36011,"Cayuga County, New York",78783,31039
05000US36013,"Chautauqua County, New York",131748,52718
05000US36015,"Chemung County, New York",87742,34887
05000US36017,"Chenango County, New York",49286,19837
05000US36019,"Clinton County, New York",81505,31648
05000US36021,"Columbia County, New York",61860,25295
05000US36023,"Cortland County, New York",48713,17683
05000US36025,"Delaware County, New York",46480,18817
05000US36027,"Dutchess County, New York",295905,106949
05000US36029,"Erie County, New York",922129,382822
05000US36031,"Essex County, New York",38598,15298
05000US36033,"Franklin County, New York",51007,19299
05000US36035,"Fulton County, New York",54297,22450
05000US36037,"Genesee County, New York",59053,23825
05000US36039,"Greene County, New York",48069,17125
05000US36041,"Hamilton County, New York",4697,1239
05000US36043,"Herkimer County, New York",63558,25670
05000US36045,"Jefferson County, New York",117966,43428
05000US36047,"Kings County, New York",2606852,938803
05000US36049,"Lewis County, New York",27107,10307
05000US36051,"Livingston County, New York",64622,24217
05000US36053,"Madison County, New York",72089,26121
05000US36055,"Monroe County, New York",749236,300289
05000US36057,"Montgomery County, New York",49667,19540
05000US36059,"Nassau County, New York",1356801,440230
05000US36061,"New York County, New York",1634989,753385
05000US36063,"Niagara County, New York",213374,87638
05000US36065,"Oneida County, New York",232858,90260
05000US36067,"Onondaga County, New York",468050,184925
05000US36069,"Ontario County, New York",109450,44180
05000US36071,"Orange County, New York",376242,125144
05000US36073,"Orleans County, New York",41938,16132
05000US36075,"Oswego County, New York",120513,45374
05000US36077,"Otsego County, New York",60979,23539
05000US36079,"Putnam County, New York",99408,34102
05000US36081,"Queens County, New York",2310011,779304
05000US36083,"Rensselaer County, New York",159959,63553
05000US36085,"Richmond County, New York",473324,166014
05000US36087,"Rockland County, New York",322642,99038
05000US36089,"St. Lawrence County, New York",111529,41466
05000US36091,"Saratoga County, New York",224929,90896
05000US36093,"Schenectady County, New York",154845,55027
05000US36095,"Schoharie County, New York",31667,12373
05000US36097,"Schuyler County, New York",18336,7376
05000US36099,"Seneca County, New York",35036,13672
05000US36101,"Steuben County, New York",98151,40438
05000US36103,"Suffolk County, New York",1498130,489758
05000US36105,"Sullivan County, New York",75818,28007
05000US36107,"Tioga County, New York",49649,19705
05000US36109,"Tompkins County, New York",104268,38269
05000US36111,"Ulster County, New York",180505,69335
05000US36113,"Warren County, New York",64911,26944
05000US36115,"Washington County, New York",62465,24027
05000US36117,"Wayne County, New York",91874,36576
05000US36119,"Westchester County, New York",969229,341762
05000US36121,"Wyoming County, New York",41239,15780
05000US36123,"Yates County, New York",25106,9532
05000US37001,"Alamance County, North Carolina",156372,62053
05000US37003,"Alexander County, North Carolina",37211,13796
05000US37005,"Alleghany County, North Carolina",10868,4798
05000US37007,"Anson County, North Carolina",25883,9511
05000US37009,"Ashe County, North Carolina",26992,11905
05000US37011,"Avery County, North Carolina",17633,6756
05000US37013,"Beaufort County, North Carolina",47513,19021
05000US37015,"Bertie County, North Carolina",20324,7673
05000US37017,"Bladen County, North Carolina",34454,14110
05000US37019,"Brunswick County, North Carolina",119167,50562
05000US37021,"Buncombe County, North Carolina",250112,102118
05000US37023,"Burke County, North Carolina",89082,34199
05000US37025,"Cabarrus County, North Carolina",192296,68289
05000US37027,"Caldwell County, North Carolina",81623,31912
05000US37029,"Camden County, North Carolina",10228,3804
05000US37031,"Carteret County, North Carolina",68537,29563
05000US37033,"Caswell County, North Carolina",23094,8874
05000US37035,"Catawba County, North Carolina",155461,59710
05000US37037,"Chatham County, North Carolina",68778,27397
05000US37039,"Cherokee County, North Carolina",27226,10857
05000US37041,"Chowan County, North Carolina",14556,5931
05000US37043,"Clay County, North Carolina",10730,4666
05000US37045,"Cleveland County, North Carolina",97113,37178
05000US37047,"Columbus County, North Carolina",57015,22108
05000US37049,"Craven County, North Carolina",104190,40609
05000US37051,"Cumberland County, North Carolina",325841,123178
05000US37053,"Currituck County, North Carolina",24864,9582
05000US37055,"Dare County, North Carolina",35187,14706
05000US37057,"Davidson County, North Carolina",164058,64064
05000US37059,"Davie County, North Carolina",41568,15646
05000US37061,"Duplin County, North Carolina",59121,21770
05000US37063,"Durham County, North Carolina",294618,118681
05000US37065,"Edgecombe County, North Carolina",54669,21103
05000US37067,"Forsyth County, North Carolina",364691,144898
05000US37069,"Franklin County, North Carolina",62989,23719
05000US37071,"Gaston County, North Carolina",211753,79904
05000US37073,"Gates County, North Carolina",11615,4524
05000US37075,"Graham County, North Carolina",8651,3252
05000US37077,"Granville County, North Carolina",58341,20527
05000US37079,"Greene County, North Carolina",21241,7215
05000US37081,"Guilford County, North Carolina",511815,200298
05000US37083,"Halifax County, North Carolina",52849,21354
05000US37085,"Harnett County, North Carolina",126620,43036
05000US37087,"Haywood County, North Carolina",59577,26296
05000US37089,"Henderson County, North Carolina",110905,46985
05000US37091,"Hertford County, North Carolina",24285,8706
05000US37093,"Hoke County, North Carolina",51853,17343
05000US37095,"Hyde County, North Carolina",5629,1936
05000US37097,"Iredell County, North Carolina",167493,61716
05000US37099,"Jackson County, North Carolina",41227,16048
05000US37101,"Johnston County, North Carolina",182155,63219
05000US37103,"Jones County, North Carolina",10074,4141
05000US37105,"Lee County, North Carolina",59540,21349
05000US37107,"Lenoir County, North Carolina",58343,23015
05000US37109,"Lincoln County, North Carolina",79783,30612
05000US37111,"McDowell County, North Carolina",45013,17581
05000US37113,"Macon County, North Carolina",33991,15215
05000US37115,"Madison County, North Carolina",21130,8400
05000US37117,"Martin County, North Carolina",23510,9416
05000US37119,"Mecklenburg County, North Carolina",1011774,386804
05000US37121,"Mitchell County, North Carolina",15263,6422
05000US37123,"Montgomery County, North Carolina",27475,10781
05000US37125,"Moore County, North Carolina",93070,37766
05000US37127,"Nash County, North Carolina",94385,36678
05000US37129,"New Hanover County, North Carolina",216430,89599
05000US37131,"Northampton County, North Carolina",20628,8670
05000US37133,"Onslow County, North Carolina",185755,62633
05000US37135,"Orange County, North Carolina",139807,51728
05000US37137,"Pamlico County, North Carolina",12892,5308
05000US37139,"Pasquotank County, North Carolina",39909,14590
05000US37141,"Pender County, North Carolina",56358,20534
05000US37143,"Perquimans County, North Carolina",13470,5710
05000US37145,"Person County, North Carolina",39196,15474
05000US37147,"Pitt County, North Carolina",175150,68804
05000US37149,"Polk County, North Carolina",20324,8662
05000US37151,"Randolph County, North Carolina",142588,54884
05000US37153,"Richmond County, North Carolina",45710,18458
05000US37155,"Robeson County, North Carolina",134576,45914
05000US37157,"Rockingham County, North Carolina",91898,37503
05000US37159,"Rowan County, North Carolina",138694,51454
05000US37161,"Rutherford County, North Carolina",66701,26490
05000US37163,"Sampson County, North Carolina",63713,23451
05000US37165,"Scotland County, North Carolina",35711,13120
05000US37167,"Stanly County, North Carolina",60610,23588
05000US37169,"Stokes County, North Carolina",46453,19190
05000US37171,"Surry County, North Carolina",72767,28837
05000US37173,"Swain County, North Carolina",14234,5425
05000US37175,"Transylvania County, North Carolina",33062,13841
05000US37177,"Tyrrell County, North Carolina",4128,1457
05000US37179,"Union County, North Carolina",217614,72304
05000US37181,"Vance County, North Carolina",44508,16653
05000US37183,"Wake County, North Carolina",998576,373245
05000US37185,"Warren County, North Carolina",20324,7753
05000US37187,"Washington County, North Carolina",12503,5203
05000US37189,"Watauga County, North Carolina",52745,20320
05000US37191,"Wayne County, North Carolina",124447,47013
05000US37193,"Wilkes County, North Carolina",68888,27583
05000US37195,"Wilson County, North Carolina",81617,31942
05000US37197,"Yadkin County, North Carolina",37819,15287
05000US37199,"Yancey County, North Carolina",17599,7479
05000US38001,"Adams County, North Dakota",2348,1030
05000US38003,"Barnes County, North Dakota",11033,5070
05000US38005,"Benson County, North Dakota",6802,2257
05000US38007,"Billings County, North Dakota",936,405
05000US38009,"Bottineau County, North Dakota",6650,3047
05000US38011,"Bowman County, North Dakota",3238,1404
05000US38013,"Burke County, North Dakota",2239,1001
05000US38015,"Burleigh County, North Dakota",90560,38005
05000US38017,"Cass County, North Dakota",166852,70841
05000US38019,"Cavalier County, North Dakota",3867,1788
05000US38021,"Dickey County, North Dakota",5160,2192
05000US38023,"Divide County, North Dakota",2369,1059
05000US38025,"Dunn County, North Dakota",4284,1548
05000US38027,"Eddy County, North Dakota",2370,1043
05000US38029,"Emmons County, North Dakota",3426,1520
05000US38031,"Foster County, North Dakota",3345,1500
05000US38033,"Golden Valley County, North Dakota",1895,836
05000US38035,"Grand Forks County, North Dakota",69793,28991
05000US38037,"Grant County, North Dakota",2369,1108
05000US38039,"Griggs County, North Dakota",2311,1045
05000US38041,"Hettinger County, North Dakota",2639,1109
05000US38043,"Kidder County, North Dakota",2419,1083
05000US38045,"LaMoure County, North Dakota",4111,1810
05000US38047,"Logan County, North Dakota",1939,878
05000US38049,"McHenry County, North Dakota",5912,2614
05000US38051,"McIntosh County, North Dakota",2737,1303
05000US38053,"McKenzie County, North Dakota",10718,3617
05000US38055,"McLean County, North Dakota",9576,4292
05000US38057,"Mercer County, North Dakota",8671,3675
05000US38059,"Morton County, North Dakota",29633,12673
05000US38061,"Mountrail County, North Dakota",9675,3161
05000US38063,"Nelson County, North Dakota",3032,1517
05000US38065,"Oliver County, North Dakota",1768,760
05000US38067,"Pembina County, North Dakota",7136,3273
05000US38069,"Pierce County, North Dakota",4373,2032
05000US38071,"Ramsey County, North Dakota",11578,5004
05000US38073,"Ransom County, North Dakota",5457,2350
05000US38075,"Renville County, North Dakota",2573,1011
05000US38077,"Richland County, North Dakota",16329,6677
05000US38079,"Rolette County, North Dakota",14607,4786
05000US38081,"Sargent County, North Dakota",3889,1775
05000US38083,"Sheridan County, North Dakota",1395,686
05000US38085,"Sioux County, North Dakota",4431,1101
05000US38087,"Slope County, North Dakota",665,306
05000US38089,"Stark County, North Dakota",29837,11570
05000US38091,"Steele County, North Dakota",1969,943
05000US38093,"Stutsman County, North Dakota",21108,9146
05000US38095,"Towner County, North Dakota",2292,982
05000US38097,"Traill County, North Dakota",8075,3310
05000US38099,"Walsh County, North Dakota",10995,4841
05000US38101,"Ward County, North Dakota",68954,26772
05000US38103,"Wells County, North Dakota",4179,2026
05000US38105,"Williams County, North Dakota",31643,12390
05000US39001,"Adams County, Ohio",28111,10885
05000US39003,"Allen County, Ohio",104664,40039
05000US39005,"Ashland County, Ohio",53343,20391
05000US39007,"Ashtabula County, Ohio",99175,38800
05000US39009,"Athens County, Ohio",65103,22328
05000US39011,"Auglaize County, Ohio",45871,18231
05000US39013,"Belmont County, Ohio",69228,27732
05000US39015,"Brown County, Ohio",44059,17047
05000US39017,"Butler County, Ohio",373638,135100
05000US39019,"Carroll County, Ohio",28108,10871
05000US39021,"Champaign County, Ohio",39175,15162
05000US39023,"Clark County, Ohio",136175,54681
05000US39025,"Clermont County, Ohio",201092,75236
05000US39027,"Clinton County, Ohio",41854,16077
05000US39029,"Columbiana County, Ohio",105230,41782
05000US39031,"Coshocton County, Ohio",36665,14397
05000US39033,"Crawford County, Ohio",42485,17657
05000US39035,"Cuyahoga County, Ohio",1258710,534559
05000US39037,"Darke County, Ohio",52185,20831
05000US39039,"Defiance County, Ohio",38488,15378
05000US39041,"Delaware County, Ohio",188996,66544
05000US39043,"Erie County, Ohio",75808,31731
05000US39045,"Fairfield County, Ohio",150163,55138
05000US39047,"Fayette County, Ohio",28719,11666
05000US39049,"Franklin County, Ohio",1232118,489010
05000US39051,"Fulton County, Ohio",42466,16240
05000US39053,"Gallia County, Ohio",30376,11495
05000US39055,"Geauga County, Ohio",94020,34890
05000US39057,"Greene County, Ohio",164325,64279
05000US39059,"Guernsey County, Ohio",39478,15863
05000US39061,"Hamilton County, Ohio",805965,335334
05000US39063,"Hancock County, Ohio",75672,31549
05000US39065,"Hardin County, Ohio",31652,11588
05000US39067,"Harrison County, Ohio",15521,6242
05000US39069,"Henry County, Ohio",27890,11035
05000US39071,"Highland County, Ohio",43109,16635
05000US39073,"Hocking County, Ohio",28690,11326
05000US39075,"Holmes County, Ohio",43702,12500
05000US39077,"Huron County, Ohio",58704,22521
05000US39079,"Jackson County, Ohio",32717,12814
05000US39081,"Jefferson County, Ohio",67607,27776
05000US39083,"Knox County, Ohio",60878,23029
05000US39085,"Lake County, Ohio",229266,95249
05000US39087,"Lawrence County, Ohio",61503,23243
05000US39089,"Licking County, Ohio",169762,64034
05000US39091,"Logan County, Ohio",45388,18720
05000US39093,"Lorain County, Ohio",304091,117609
05000US39095,"Lucas County, Ohio",434800,178477
05000US39097,"Madison County, Ohio",43537,14809
05000US39099,"Mahoning County, Ohio",233015,97484
05000US39101,"Marion County, Ohio",65620,24418
05000US39103,"Medina County, Ohio",175543,66465
05000US39105,"Meigs County, Ohio",23345,9204
05000US39107,"Mercer County, Ohio",40886,16109
05000US39109,"Miami County, Ohio",103864,41106
05000US39111,"Monroe County, Ohio",14442,5986
05000US39113,"Montgomery County, Ohio",532761,222677
05000US39115,"Morgan County, Ohio",14857,5932
05000US39117,"Morrow County, Ohio",35032,12606
05000US39119,"Muskingum County, Ohio",85991,34178
05000US39121,"Noble County, Ohio",14429,4863
05000US39123,"Ottawa County, Ohio",40981,17384
05000US39125,"Paulding County, Ohio",19057,7659
05000US39127,"Perry County, Ohio",35947,13535
05000US39129,"Pickaway County, Ohio",56804,19173
05000US39131,"Pike County, Ohio",28298,10908
05000US39133,"Portage County, Ohio",161796,61585
05000US39135,"Preble County, Ohio",41561,16048
05000US39137,"Putnam County, Ohio",34116,13092
05000US39139,"Richland County, Ohio",121888,47935
05000US39141,"Ross County, Ohio",77193,28308
05000US39143,"Sandusky County, Ohio",59870,23666
05000US39145,"Scioto County, Ohio",77366,29778
05000US39147,"Seneca County, Ohio",55711,21349
05000US39149,"Shelby County, Ohio",48949,18428
05000US39151,"Stark County, Ohio",374762,151101
05000US39153,"Summit County, Ohio",541372,221887
05000US39155,"Trumbull County, Ohio",204908,86508
05000US39157,"Tuscarawas County, Ohio",92579,36325
05000US39159,"Union County, Ohio",53955,18798
05000US39161,"Van Wert County, Ohio",28501,11427
05000US39163,"Vinton County, Ohio",13128,4942
05000US39165,"Warren County, Ohio",222184,79466
05000US39167,"Washington County, Ohio",61154,25306
05000US39169,"Wayne County, Ohio",115747,43037
05000US39171,"Williams County, Ohio",37270,15077
05000US39173,"Wood County, Ohio",129418,50025
05000US39175,"Wyandot County, Ohio",22359,9144
05000US40001,"Adair County, Oklahoma",22161,7876
05000US40003,"Alfalfa County, Oklahoma",5784,2028
05000US40005,"Atoka County, Oklahoma",13847,5198
05000US40007,"Beaver County, Oklahoma",5479,2087
05000US40009,"Beckham County, Oklahoma",23290,7508
05000US40011,"Blaine County, Oklahoma",9777,3709
05000US40013,"Bryan County, Oklahoma",44529,16633
05000US40015,"Caddo County, Oklahoma",29510,10368
05000US40017,"Canadian County, Oklahoma",129571,43247
05000US40019,"Carter County, Oklahoma",48530,18071
05000US40021,"Cherokee County, Oklahoma",48267,16386
05000US40023,"Choctaw County, Oklahoma",15051,5927
05000US40025,"Cimarron County, Oklahoma",2269,971
05000US40027,"Cleveland County, Oklahoma",271818,101112
05000US40029,"Coal County, Oklahoma",5755,2252
05000US40031,"Comanche County, Oklahoma",124583,42929
05000US40033,"Cotton County, Oklahoma",6062,2368
05000US40035,"Craig County, Oklahoma",14683,5380
05000US40037,"Creek County, Oklahoma",70931,26264
05000US40039,"Custer County, Oklahoma",29248,10457
05000US40041,"Delaware County, Oklahoma",41433,16502
05000US40043,"Dewey County, Oklahoma",4862,1811
05000US40045,"Ellis County, Oklahoma",4123,1626
05000US40047,"Garfield County, Oklahoma",62481,23981
05000US40049,"Garvin County, Oklahoma",27570,10447
05000US40051,"Grady County, Oklahoma",53955,19554
05000US40053,"Grant County, Oklahoma",4497,1967
05000US40055,"Greer County, Oklahoma",6081,2107
05000US40057,"Harmon County, Oklahoma",2813,1170
05000US40059,"Harper County, Oklahoma",3785,1361
05000US40061,"Haskell County, Oklahoma",12835,4785
05000US40063,"Hughes County, Oklahoma",13727,4224
05000US40065,"Jackson County, Oklahoma",25864,10151
05000US40067,"Jefferson County, Oklahoma",6280,2424
05000US40069,"Johnston County, Oklahoma",11027,4157
05000US40071,"Kay County, Oklahoma",45398,18132
05000US40073,"Kingfisher County, Oklahoma",15392,5645
05000US40075,"Kiowa County, Oklahoma",9239,3956
05000US40077,"Latimer County, Oklahoma",10643,4041
05000US40079,"Le Flore County, Oklahoma",49885,18313
05000US40081,"Lincoln County, Oklahoma",34640,13047
05000US40083,"Logan County, Oklahoma",45171,15273
05000US40085,"Love County, Oklahoma",9768,3113
05000US40087,"McClain County, Oklahoma",37222,13532
05000US40089,"McCurtain County, Oklahoma",33071,12973
05000US40091,"McIntosh County, Oklahoma",20161,8302
05000US40093,"Major County, Oklahoma",7721,2975
05000US40095,"Marshall County, Oklahoma",16079,5969
05000US40097,"Mayes County, Oklahoma",40923,15735
05000US40099,"Murray County, Oklahoma",13792,5387
05000US40101,"Muskogee County, Oklahoma",69939,26168
05000US40103,"Noble County, Oklahoma",11470,4699
05000US40105,"Nowata County, Oklahoma",10510,4087
05000US40107,"Okfuskee County, Oklahoma",12212,3959
05000US40109,"Oklahoma County, Oklahoma",764698,294672
05000US40111,"Okmulgee County, Oklahoma",39322,14835
05000US40113,"Osage County, Oklahoma",47923,18218
05000US40115,"Ottawa County, Oklahoma",32022,11982
05000US40117,"Pawnee County, Oklahoma",16444,6238
05000US40119,"Payne County, Oklahoma",79953,30164
05000US40121,"Pittsburg County, Oklahoma",44643,17903
05000US40123,"Pontotoc County, Oklahoma",38213,14625
05000US40125,"Pottawatomie County, Oklahoma",71551,25938
05000US40127,"Pushmataha County, Oklahoma",11149,4655
05000US40129,"Roger Mills County, Oklahoma",3732,1324
05000US40131,"Rogers County, Oklahoma",89970,33570
05000US40133,"Seminole County, Oklahoma",25403,9162
05000US40135,"Sequoyah County, Oklahoma",41344,15467
05000US40137,"Stephens County, Oklahoma",44631,17527
05000US40139,"Texas County, Oklahoma",21499,7038
05000US40141,"Tillman County, Oklahoma",7611,3159
05000US40143,"Tulsa County, Oklahoma",629823,248811
05000US40145,"Wagoner County, Oklahoma",76190,27871
05000US40147,"Washington County, Oklahoma",51892,20810
05000US40149,"Washita County, Oklahoma",11626,4539
05000US40151,"Woods County, Oklahoma",9125,3347
05000US40153,"Woodward County, Oklahoma",21111,7301
05000US41001,"Baker County, Oregon",16030,7011
05000US41003,"Benton County, Oregon",87455,34193
05000US41005,"Clackamas County, Oregon",394967,151150
05000US41007,"Clatsop County, Oregon",37660,15876
05000US41009,"Columbia County, Oregon",49645,18941
05000US41011,"Coos County, Oregon",62944,25755
05000US41013,"Crook County, Oregon",21334,9155
05000US41015,"Curry County, Oregon",22364,10396
05000US41017,"Deschutes County, Oregon",170813,67880
05000US41019,"Douglas County, Oregon",107375,43937
05000US41021,"Gilliam County, Oregon",1913,788
05000US41023,"Grant County, Oregon",7227,3151
05000US41025,"Harney County, Oregon",7214,3059
05000US41027,"Hood River County, Oregon",22842,8213
05000US41029,"Jackson County, Oregon",210916,83969
05000US41031,"Jefferson County, Oregon",22305,7577
05000US41033,"Josephine County, Oregon",84063,34778
05000US41035,"Klamath County, Oregon",65946,27084
05000US41037,"Lake County, Oregon",7799,3409
05000US41039,"Lane County, Oregon",360273,146692
05000US41041,"Lincoln County, Oregon",46685,20434
05000US41043,"Linn County, Oregon",119862,45378
05000US41045,"Malheur County, Oregon",30474,10294
05000US41047,"Marion County, Oregon",326527,115196
05000US41049,"Morrow County, Oregon",11207,3848
05000US41051,"Multnomah County, Oregon",778193,313181
05000US41053,"Polk County, Oregon",78470,28725
05000US41055,"Sherman County, Oregon",1705,804
05000US41057,"Tillamook County, Oregon",25552,10154
05000US41059,"Umatilla County, Oregon",76582,26669
05000US41061,"Union County, Oregon",25758,10119
05000US41063,"Wallowa County, Oregon",6836,3039
05000US41065,"Wasco County, Oregon",25657,9883
05000US41067,"Washington County, Oregon",564088,209309
05000US41069,"Wheeler County, Oregon",1369,696
05000US41071,"Yamhill County, Oregon",102217,35002
05000US42001,"Adams County, Pennsylvania",101759,38269
05000US42003,"Allegheny County, Pennsylvania",1230360,531075
05000US42005,"Armstrong County, Pennsylvania",67512,28250
05000US42007,"Beaver County, Pennsylvania",169205,69921
05000US42009,"Bedford County, Pennsylvania",48852,19757
05000US42011,"Berks County, Pennsylvania",414097,152451
05000US42013,"Blair County, Pennsylvania",125917,50954
05000US42015,"Bradford County, Pennsylvania",61808,24483
05000US42017,"Bucks County, Pennsylvania",626220,233517
05000US42019,"Butler County, Pennsylvania",185974,74762
05000US42021,"Cambria County, Pennsylvania",137762,57214
05000US42023,"Cameron County, Pennsylvania",4807,2187
05000US42025,"Carbon County, Pennsylvania",64330,25813
05000US42027,"Centre County, Pennsylvania",159178,57037
05000US42029,"Chester County, Pennsylvania",512028,186721
05000US42031,"Clarion County, Pennsylvania",38939,15848
05000US42033,"Clearfield County, Pennsylvania",81170,31303
05000US42035,"Clinton County, Pennsylvania",39536,14710
05000US42037,"Columbia County, Pennsylvania",66772,26356
05000US42039,"Crawford County, Pennsylvania",87027,34526
05000US42041,"Cumberland County, Pennsylvania",243838,96501
05000US42043,"Dauphin County, Pennsylvania",271962,110211
05000US42045,"Delaware County, Pennsylvania",562316,203610
05000US42047,"Elk County, Pennsylvania",31111,13362
05000US42049,"Erie County, Pennsylvania",279133,110047
05000US42051,"Fayette County, Pennsylvania",134229,53654
05000US42053,"Forest County, Pennsylvania",7493,1816
05000US42055,"Franklin County, Pennsylvania",152707,59392
05000US42057,"Fulton County, Pennsylvania",14653,5989
05000US42059,"Greene County, Pennsylvania",37669,14400
05000US42061,"Huntingdon County, Pennsylvania",45844,16975
05000US42063,"Indiana County, Pennsylvania",87491,34059
05000US42065,"Jefferson County, Pennsylvania",44575,18360
05000US42067,"Juniata County, Pennsylvania",24811,9326
05000US42069,"Lackawanna County, Pennsylvania",213006,85174
05000US42071,"Lancaster County, Pennsylvania",533110,196171
05000US42073,"Lawrence County, Pennsylvania",88528,36302
05000US42075,"Lebanon County, Pennsylvania",136950,52247
05000US42077,"Lehigh County, Pennsylvania",358792,135363
05000US42079,"Luzerne County, Pennsylvania",318917,127514
05000US42081,"Lycoming County, Pennsylvania",116313,45587
05000US42083,"McKean County, Pennsylvania",42609,17259
05000US42085,"Mercer County, Pennsylvania",114598,45350
