Geo_GEOID,Geo_NAME,SE_T001_001,SE_T003_001,SE_T003_002,SE_T003_003,SE_T004_001,SE_T004_002,SE_T004_003,SE_T007_001,SE_T007_002,SE_T007_003,SE_T007_004,SE_T007_005,SE_T007_006,SE_T007_007,SE_T007_008,SE_T007_009,SE_T007_010,SE_T007_011,SE_T007_012,SE_T007_013,SE_T013_001,SE_T013_002,SE_T013_003,SE_T013_004,SE_T013_005,SE_T013_006,SE_T013_007,SE_T013_008,SE_T017_001,SE_T017_002,SE_T017_003,SE_T017_004,SE_T017_005,SE_T017_006,SE_T017_007,SE_T017_008,SE_T017_009,SE_T150_001,SE_T150_002,SE_T150_003,SE_T150_004,SE_T150_005,SE_T150_006,SE_T150_007,SE_T150_008,SE_T030_001,SE_T030_002,SE_T030_003,SE_T033_001,SE_T033_002,SE_T033_003,SE_T033_004,SE_T033_005,SE_T033_006,SE_T033_007,SE_T083_001,SE_T128_001,SE_T128_002,SE_T128_009,SE_T128_010,SE_T128_003,SE_T128_004,SE_T128_005,SE_T128_006,SE_T128_007,SE_T128_008,SE_T129_001,SE_T129_002,SE_T129_003,SE_T129_004,SE_T129_005,SE_T129_006,SE_T129_007,SE_T129_008,SE_T129_009,SE_T129_010,SE_T139_001,SE_T139_002,SE_T139_003,SE_T139_004,SE_T139_005,SE_T139_006,SE_T139_007,SE_T139_008,SE_T139_009,SE_T139_010,SE_T139_011,SE_T139_012,SE_T139_013,SE_T139_014,SE_T139_015,SE_T139_016,SE_T139_017,SE_T139_018,SE_T139_019,SE_T139_020,SE_T139_021,SE_T139_022,SE_T139_023,SE_T139_024,SE_T139_025,SE_T139_026,SE_T139_027,SE_T139_028,SE_T139_029,SE_T139_030,SE_T139_031,SE_T139_032,SE_T139_033,SE_T139_034,SE_T139_035,SE_T139_036,SE_T139_037,SE_T139_038,SE_T139_039,SE_T139_040,SE_T139_041,SE_T139_042,SE_T139_043,SE_T139_044,SE_T139_045,SE_T139_046,SE_T139_047,SE_T139_048,SE_T139_049,SE_T139_050,SE_T139_051,SE_T139_052,SE_T139_053,SE_T139_054,SE_T139_055,SE_T139_056,SE_T139_057,SE_T139_058,SE_T139_059,SE_T139_060,SE_T139_061,SE_T139_062,SE_T139_063,SE_T139_064,SE_T139_065,SE_T139_066,SE_T139_067,SE_T139_068,SE_T139_069,SE_T139_070,SE_T139_071,SE_T139_072,SE_T139_073,SE_T139_074,SE_T139_075,SE_T139_076,SE_T139_077,SE_T139_078,SE_T139_079,SE_T139_080,SE_T139_081,SE_T139_082,SE_T139_083,SE_T139_084,SE_T139_085,SE_T139_086,SE_T139_087,SE_T139_088,SE_T139_089,SE_T139_090,SE_T139_091,SE_T139_092,SE_T139_093,SE_T139_094,SE_T139_095,SE_T139_096,SE_T139_097,SE_T139_098,SE_T139_099,SE_T139_100,SE_T139_101,SE_T139_102,SE_T139_103,SE_T139_104,SE_T139_105,SE_T139_106,SE_T139_107,SE_T139_108,SE_T139_109,SE_T139_110,SE_T139_111,SE_T139_112,SE_T139_113,SE_T139_114,SE_T139_115,SE_T139_116,SE_T139_117,SE_T139_118,SE_T139_119,SE_T139_120,SE_T139_121,SE_T139_122,SE_T139_123,SE_T145_001,SE_T145_002,SE_T145_003,SE_T145_004,SE_T145_005
05000US17163,"St. Clair County, Illinois",265569,674.0311,657.779,16.25205,265569,128153,137416,265569,16958,18027,18016,11053,24003,34749,33559,37471,34978,20224,11439,5092,265569,172396,79402,529,3622,68,2236,7316,102672,67542,45655,21887,4727,17160,35130,16207,18923,177512,16788,160724,110239,46410,18159,3341,1108,14039,662,13377,209220,130437,3206,127231,116671,10560,78783,27683,117738,105288,96571,8717,4990,188,272,2021,1159,3820,117738,113918,14789,35431,23863,18019,15084,5288,1444,3820,7028,1263,397,352,123,207,22,14,31,530,31,130,308,49,12,50,0,10,0,40,0,262,0,8,0,91,4,38,15,17,0,89,24,2782,785,301,228,14,59,123,340,21,482,0,0,328,0,69,85,1264,0,2,21,624,162,432,23,251,4,0,0,31,69,0,147,0,375,40,27,6,7,77,37,1,36,0,0,0,162,20,5,112,25,59,14,14,14,0,0,2594,2318,269,0,24,3,50,135,37,20,1985,1749,0,46,80,32,0,78,0,64,0,0,9,0,4,0,23,19,0,9,0,276,274,2,259664,23779,235885,95526,171332
05000US17165,"Saline County, Illinois",24659,386.7798,379.8267,6.953134,24659,12054,12605,24659,1456,1396,1489,1041,2088,2933,2684,3428,3435,2573,1512,624,24659,22975,831,58,165,9,12,609,10010,6696,4829,1867,531,1336,3314,1389,1925,17189,2394,14795,9393,2747,961,175,75,1139,66,1073,19889,11206,17,11189,9800,1389,8683,21917,9427,8976,8056,920,60,2,0,156,41,192,9427,9235,2257,3014,1008,1078,1179,514,185,192,315,59,0,0,0,0,0,0,0,22,0,0,22,0,0,22,18,4,0,0,0,15,0,0,0,1,0,0,6,0,0,8,0,128,18,18,9,9,0,0,0,0,43,0,0,43,0,0,0,60,0,0,0,43,6,0,11,7,0,7,0,0,0,0,0,0,5,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,123,112,0,0,0,0,0,0,0,0,112,112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,11,0,24132,2051,22081,12244,14005
05000US17167,"Sangamon County, Illinois",198639,877.0192,868.3019,8.717308,198639,95430,103209,198639,11747,12944,12989,7883,16894,25475,24277,27872,27645,17344,9096,4473,198639,163815,25155,246,3519,80,1454,4370,82952,50485,36673,13812,3453,10359,32467,14842,17625,136182,10577,125605,87695,46737,17355,4820,1406,9731,549,9182,158280,103790,245,103545,95740,7805,54490,31904,94643,86356,78534,7822,1629,107,359,2004,798,3390,94643,91253,15563,39243,21585,8167,3316,2196,1183,3390,6065,940,266,170,68,93,9,43,53,254,12,25,209,0,8,122,39,77,6,0,0,298,0,2,0,57,10,90,54,0,0,85,0,3189,891,653,535,25,93,48,190,0,1257,0,0,1074,22,132,29,730,21,24,19,476,52,118,20,311,42,0,59,0,8,0,202,0,690,182,0,57,125,52,25,0,25,59,59,0,297,7,0,177,113,75,66,57,43,14,9,1180,951,329,0,28,76,71,79,57,18,485,332,22,26,11,92,0,0,2,137,0,27,48,5,7,25,0,25,0,0,0,229,198,31,196527,11739,184788,69633,144186
05000US17169,"Schuyler County, Illinois",7205,441.3315,437.2729,4.058559,7205,3893,3312,7205,304,342,446,255,475,738,977,1144,1114,742,460,208,7205,6785,349,7,0,0,0,64,2962,1914,1429,485,211,274,1048,521,527,5383,604,4779,2800,1017,345,118,74,280,21,259,6006,3194,0,3194,2996,198,2812,24323,2955,2713,2445,268,29,0,0,61,15,137,2955,2818,625,687,596,372,245,228,65,137,68,8,1,0,0,0,0,0,1,7,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,7,0,0,0,0,0,0,33,0,0,0,33,0,0,0,0,0,0,20,4,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,16,0,7124,1198,5926,2421,4570
05000US17171,"Scott County, Illinois",5169,252.771,250.9128,1.858196,5169,2523,2646,5169,248,322,374,222,365,520,610,784,743,499,342,140,5169,5078,0,20,7,0,7,57,2092,1400,1109,291,57,234,692,320,372,3638,280,3358,1532,440,126,33,7,238,0,238,4145,2603,0,2603,2351,252,1542,25568,2291,2119,1867,252,11,0,9,69,3,80,2291,2211,474,381,623,345,223,117,48,80,26,7,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,12,7,0,0,0,0,7,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,4,0,3,3,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5120,392,4728,2039,3493
05000US17173,"Shelby County, Illinois",22011,768.0697,758.5356,9.534078,22011,10930,11081,22011,1169,1426,1225,947,1624,2383,2423,3119,3194,2442,1281,778,22011,21656,143,43,77,0,12,80,9213,6424,5242,1182,409,773,2789,1277,1512,15620,1208,14412,7074,2373,691,73,20,1104,16,1088,17895,10894,9,10885,10300,585,7001,23974,10189,9593,8909,684,18,20,14,108,36,400,10189,9789,2340,2044,2107,1632,1049,452,165,400,92,61,15,7,7,0,0,0,8,8,0,0,8,0,0,0,0,0,0,0,0,38,0,27,0,0,0,0,0,0,0,11,0,19,11,9,9,0,0,0,2,0,0,0,0,0,0,0,0,8,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21820,1450,20370,8638,15536
05000US17175,"Stark County, Illinois",5840,288.3528,288.0791,0.2736326,5840,2888,2952,5840,299,379,308,245,429,511,634,773,849,732,393,288,5840,5697,42,0,34,0,0,67,2381,1574,1255,319,112,207,807,387,420,4180,514,3666,2105,699,205,40,12,291,10,281,4773,2744,0,2744,2556,188,2029,28545,2503,2190,1943,247,2,4,4,110,6,187,2503,2316,600,411,380,360,405,107,53,187,34,9,0,0,0,0,0,0,0,7,6,0,1,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,6,6,6,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,7,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5738,452,5286,2378,4234
05000US17177,"Stephenson County, Illinois",46283,565.0843,564.5492,0.5351102,46283,22383,23900,46283,2552,2727,2983,1788,3657,4650,5031,6457,6922,4891,3117,1508,46283,39890,4310,25,388,0,280,1390,19573,12517,9232,3285,952,2333,7056,3294,3762,32576,3023,29553,18094,5819,2067,510,153,2039,37,2002,37409,23668,19,23649,21634,2015,13741,24529,21204,19016,16554,2462,224,40,116,618,152,1038,21204,20166,5196,6723,3250,2139,1841,569,448,1038,937,207,23,23,12,7,4,0,0,42,0,0,32,0,10,64,0,25,0,39,0,78,0,2,26,21,0,13,6,0,0,10,0,329,116,35,27,0,8,0,81,0,129,0,0,129,0,0,0,23,0,0,0,23,0,0,0,61,21,0,11,4,0,0,25,0,75,27,18,9,0,0,0,0,0,0,0,0,48,20,28,0,0,0,0,0,0,0,0,326,294,0,0,0,0,0,0,0,0,229,178,0,41,10,0,0,0,0,65,3,0,1,0,0,5,53,3,0,0,0,32,32,0,45533,3152,42381,20475,28942
05000US17179,"Tazewell County, Illinois",135400,657.9363,646.8856,11.05063,135400,66832,68568,135400,8176,8805,8975,5308,10066,16954,17429,18365,18324,12384,7304,3310,135400,129963,1630,242,1258,40,491,1776,54612,37309,30097,7212,1834,5378,17303,8092,9211,94070,6771,87299,56370,23528,6878,1412,477,6356,292,6064,107626,68685,141,68544,65064,3480,38941,30700,64123,60602,55194,5408,356,144,174,775,213,1859,64123,62264,9925,20943,16166,8985,4054,1104,1087,1859,2496,698,101,90,31,36,23,11,0,311,0,49,234,16,12,26,4,22,0,0,0,260,0,0,9,30,35,127,0,0,0,59,0,968,343,133,133,0,0,9,201,0,210,0,12,128,67,0,3,373,0,19,0,258,0,37,59,42,27,0,0,0,3,0,12,0,114,81,32,0,49,0,0,0,0,0,0,0,30,0,0,30,0,3,12,8,8,0,4,704,679,75,0,18,29,0,9,0,19,542,478,0,11,28,1,14,10,0,62,10,0,3,0,0,7,0,0,42,0,0,25,25,0,132943,7238,125705,42391,102910
05000US17181,"Union County, Illinois",17458,422.148,413.4598,8.688173,17458,8803,8655,17458,961,1103,997,575,1298,2035,2007,2470,2609,1890,1022,491,17458,16412,124,12,76,0,324,510,6771,4652,3570,1082,381,701,2119,942,1177,12524,1799,10725,6647,2667,1064,241,86,683,20,663,14168,7918,0,7918,7418,500,6250,24296,7311,6701,5984,717,66,45,21,86,31,361,7311,6950,975,1906,997,1888,682,418,84,361,461,53,10,10,10,0,0,0,0,8,0,0,8,0,0,0,0,0,0,0,0,35,0,0,0,0,0,35,0,0,0,0,0,49,12,0,0,0,0,0,12,0,31,0,0,31,0,0,0,6,0,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,359,338,0,0,0,0,0,0,0,0,338,325,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,21,21,0,17308,1472,15836,7700,10588
05000US17183,"Vermilion County, Illinois",79613,901.2775,898.3685,2.909083,79613,39531,40082,79613,5209,5524,5193,3172,6516,9619,9139,10529,10825,7689,4293,1905,79613,65911,10946,186,712,27,555,1276,31540,19967,13705,6262,1806,4456,11573,5850,5723,53999,6897,47102,25154,7538,2241,387,92,4066,268,3798,62782,35628,1,35627,32154,3473,27154,22733,31700,29361,26915,2446,232,17,35,898,193,964,31700,30736,5955,12728,4962,3578,2328,670,515,964,1749,197,25,16,14,1,1,5,4,71,9,1,61,0,0,29,29,0,0,0,0,72,0,6,5,5,0,9,8,0,22,17,0,591,59,40,40,0,0,0,19,0,207,0,0,151,0,56,0,303,13,2,0,222,24,20,22,0,0,0,0,0,0,0,0,22,26,9,0,0,9,0,14,14,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,935,899,36,4,10,0,0,0,0,22,816,769,0,10,11,26,0,0,0,47,0,0,0,0,47,0,0,0,0,0,0,36,36,0,77191,6602,70589,33470,48650
05000US17185,"Wabash County, Illinois",11587,227.5056,223.2538,4.251763,11587,5649,5938,11587,707,629,793,403,1021,1307,1266,1531,1737,1106,645,442,11587,11192,117,12,145,0,23,98,4846,3155,2617,538,87,451,1691,753,938,8034,852,7182,4583,1380,371,50,25,521,38,483,9300,5885,0,5885,5379,506,3415,24697,5184,4851,4239,612,6,5,47,22,35,218,5184,4966,1574,1174,849,592,453,259,65,218,309,68,0,0,0,0,0,0,0,50,0,0,50,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,18,0,145,82,33,33,0,0,0,49,0,35,0,0,0,0,0,35,28,0,0,0,19,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96,96,0,0,0,0,0,0,0,0,78,6,0,0,0,0,72,0,0,18,0,0,0,0,0,0,0,0,0,18,0,0,0,0,11509,875,10634,4505,8051
05000US17187,"Warren County, Illinois",17611,543.0518,542.4055,0.6463872,17611,8488,9123,17611,1022,965,1198,723,2147,1823,1959,2224,2335,1746,1070,399,17611,15836,493,5,382,0,591,304,6811,4530,3537,993,268,725,2281,1040,1241,11556,1480,10076,6088,2535,724,292,180,1307,15,1292,14182,8904,1,8903,8179,724,5278,23350,8026,6958,6099,859,33,0,101,450,37,447,8026,7579,2842,1874,1290,748,369,284,172,447,1081,40,0,0,0,0,0,0,0,6,0,0,0,6,0,0,0,0,0,0,0,34,10,0,0,24,0,0,0,0,0,0,0,277,25,0,0,0,0,20,5,0,14,0,0,14,0,0,0,235,0,6,0,30,0,0,199,3,0,0,0,3,0,0,0,0,105,21,21,0,0,0,0,0,0,0,0,0,84,19,0,0,65,0,4,4,4,0,0,655,655,47,0,47,0,0,0,0,0,598,598,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,10,0,0,0,0,0,0,17419,1068,16351,6800,12262
05000US17189,"Washington County, Illinois",14369,563.9072,562.5733,1.33389,14369,7253,7116,14369,722,977,792,560,1061,1653,1746,2072,2121,1374,800,491,14369,13896,115,13,72,3,126,144,5809,3929,3228,701,221,480,1880,922,958,10257,953,9304,5961,2141,678,138,48,640,45,595,11663,7626,0,7626,7214,412,4037,29548,7045,6492,6003,489,18,7,2,186,42,298,7045,6747,1429,1751,1301,1072,730,318,146,298,149,42,9,6,0,6,0,0,3,24,3,0,21,0,0,1,0,0,0,1,0,8,0,3,0,0,0,5,0,0,0,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,0,0,0,44,7,0,0,0,0,0,0,0,0,0,0,0,6,4,0,0,4,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,50,1,0,0,0,1,0,0,0,49,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14162,817,13345,4657,10732
05000US17191,"Wayne County, Illinois",16517,715.4863,713.814,1.672212,16517,8183,8334,16517,1022,956,1105,650,1215,1797,1958,2209,2318,1777,935,575,16517,16070,110,27,128,0,1,181,7037,4684,3887,797,250,547,2353,1144,1209,11569,1480,10089,6032,1617,439,89,27,696,52,644,13138,7794,3,7791,7383,408,5344,24342,7339,6633,6050,583,78,0,23,152,45,408,7339,6931,1865,1726,1120,920,872,253,175,408,156,22,2,0,0,0,0,2,0,10,0,0,10,0,0,0,0,0,0,0,0,10,0,0,0,9,0,1,0,0,0,0,0,91,30,30,30,0,0,0,0,0,0,0,0,0,0,0,0,61,0,0,0,0,0,33,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,16,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,12,0,0,3,0,0,0,0,9,0,0,0,27,27,0,16471,1345,15126,6590,11251
05000US17193,"White County, Illinois",14410,501.8612,494.7666,7.094583,14410,7025,7385,14410,871,881,886,510,996,1633,1517,1949,2028,1593,957,589,14410,14133,47,15,41,14,2,158,6183,3996,3214,782,253,529,2187,965,1222,10266,1265,9001,5279,1409,480,88,38,560,41,519,11565,6529,0,6529,5974,555,5036,25065,5770,5371,4761,610,43,9,11,159,13,164,5770,5606,1675,1191,761,658,624,520,177,164,169,8,3,3,0,3,0,0,0,2,0,0,2,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,13,13,13,0,0,0,0,0,16,0,0,7,0,0,9,18,0,0,0,10,0,8,0,15,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,88,0,0,0,0,0,0,0,0,88,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,11,0,14076,1185,12891,6430,8925
05000US17195,"Whiteside County, Illinois",57155,696.5266,684.2499,12.27667,57155,28128,29027,57155,3281,3435,3893,2380,4422,6215,6642,7775,8291,5774,3311,1736,57155,52983,1135,111,308,17,1400,1201,23511,15327,11817,3510,1282,2228,8184,3707,4477,39744,4487,35257,20888,6863,2432,479,105,2760,137,2623,45642,28553,54,28499,26572,1927,17089,26155,26207,24492,21982,2510,118,15,114,435,403,630,26207,25577,6708,8750,5112,2259,1642,680,426,630,1657,214,6,5,0,5,0,0,1,83,3,0,43,24,13,69,10,8,0,51,0,56,0,0,0,25,1,3,4,0,0,23,0,300,43,26,18,8,0,0,17,0,100,0,0,100,0,0,0,80,0,18,15,41,2,4,0,77,0,0,8,24,26,0,19,0,30,10,0,0,10,0,20,0,20,0,0,0,0,0,0,0,0,0,6,6,3,3,0,1107,1045,99,0,99,0,0,0,0,0,937,905,0,11,21,0,0,0,0,9,0,0,0,0,0,0,0,9,0,0,0,62,62,0,56269,4040,52229,22734,38318
05000US17197,"Will County, Illinois",685378,849.2293,836.9349,12.29443,685378,340422,344956,685378,42164,51323,55369,34060,62208,79479,99433,105745,79074,46477,21356,8690,685378,508499,76513,1466,35170,149,45613,17968,224959,170326,135196,35130,10144,24986,54633,25992,28641,440254,40402,399852,281607,147285,52531,10654,4486,41336,1133,40203,524998,362694,196,362498,337942,24556,162304,32311,331755,298482,278589,19893,12999,175,364,2495,3153,14087,331755,317668,28557,69261,58802,53052,55808,38339,13849,14087,80514,12578,1370,881,438,310,133,438,51,1408,112,226,956,53,61,1253,428,787,0,33,5,8471,303,233,39,4563,393,255,367,244,42,2032,76,24636,4345,2669,1949,221,499,277,1391,8,10870,0,71,8719,66,1986,28,7848,213,93,310,5940,173,721,398,1475,132,273,157,92,42,0,779,98,4238,391,42,199,150,56,922,760,162,104,104,0,2273,1057,13,1095,108,492,94,74,45,29,20,38968,37938,1128,11,354,213,193,285,15,57,35256,33532,0,304,932,331,26,74,57,1554,183,71,141,115,494,77,80,179,9,182,23,1030,1030,0,678484,49145,629339,163839,528624
05000US17199,"Williamson County, Illinois",67336,444.3518,420.175,24.17683,67336,33555,33781,67336,3946,3710,4662,2410,5333,8585,8651,9251,9013,6762,3465,1548,67336,62148,2916,133,665,24,155,1295,26711,17937,13612,4325,1007,3318,8774,3760,5014,47275,4619,42656,28218,10436,4167,1025,441,2707,69,2638,54108,31126,16,31110,28749,2361,22982,25238,28467,26483,24059,2424,112,75,87,506,194,1010,28467,27457,4151,10311,6420,3309,1914,1003,349,1010,1364,198,42,40,10,30,0,2,0,68,0,7,52,9,0,0,0,0,0,0,0,88,0,0,19,26,24,0,9,0,0,10,0,618,305,122,112,7,3,103,80,0,154,0,0,134,0,15,5,121,0,0,0,82,39,0,0,38,0,7,0,0,16,0,15,0,24,7,0,7,0,0,0,0,0,9,9,0,8,0,0,8,0,0,10,10,10,0,0,514,464,23,0,0,0,0,23,0,0,339,329,0,0,0,9,0,1,0,102,0,0,0,0,74,0,0,0,0,28,0,50,50,0,65456,5336,60120,25971,43859
05000US17201,"Winnebago County, Illinois",288896,519.2316,513.3985,5.833104,288896,141203,147693,288896,18100,19459,19451,12149,24808,35668,35350,40356,38430,25386,13548,6191,288896,227040,36120,648,7292,64,8759,8973,114299,74799,52215,22584,5802,16782,39500,18598,20902,194929,24531,170398,107415,43682,15886,3631,1198,14419,925,13494,227520,147569,59,147510,131953,15557,79951,26187,129506,120730,109111,11619,1731,258,378,1235,856,4318,129506,125188,18919,47944,30434,14165,6543,4426,2757,4318,22634,4262,735,509,242,250,17,34,192,659,62,53,507,2,35,466,17,331,20,98,0,2392,41,0,0,553,40,152,125,795,62,624,10,5926,1274,787,607,55,125,121,366,0,1435,0,29,1042,56,203,105,2531,58,43,602,797,315,502,214,647,270,26,0,2,19,0,330,39,991,139,27,40,72,61,168,49,119,10,10,0,207,46,12,79,70,406,70,33,25,8,37,11385,11154,374,14,252,0,10,77,13,8,10267,9820,41,12,229,165,0,0,0,513,35,0,10,57,224,18,16,42,0,65,46,231,231,0,285739,23981,261758,113854,186267
05000US17203,"Woodford County, Illinois",39123,542.6419,527.8113,14.83054,39123,19428,19695,39123,2366,2800,2864,1749,3380,4079,4587,5470,5456,3309,1927,1136,39123,37882,215,14,306,0,156,550,14489,10700,8869,1831,636,1195,3789,1833,1956,25964,1567,24397,15893,7904,2274,509,301,2319,33,2286,30647,19785,7,19778,18733,1045,10862,32360,18494,17161,15620,1541,94,79,66,384,50,660,18494,17834,3461,3967,4453,3588,1736,379,250,660,427,84,13,8,4,0,4,0,5,49,0,14,16,0,19,7,0,7,0,0,0,15,0,0,0,4,10,0,0,0,0,1,0,251,91,46,46,0,0,0,45,0,94,0,0,94,0,0,0,65,0,0,0,64,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92,71,0,0,0,0,0,0,0,0,53,26,0,26,0,0,0,0,1,18,0,0,16,0,0,1,0,1,0,0,0,21,21,0,38567,1714,36853,11169,31466
05000US18001,"Adams County, Indiana",34813,339.9666,339.0284,0.9382109,34813,17271,17542,34813,3304,3374,2627,1644,2922,3968,3812,4101,4028,2631,1406,996,34813,33743,247,16,121,0,456,230,12260,8537,6910,1627,393,1234,3723,1689,2034,20942,3300,17642,8927,3269,958,190,64,1839,420,1419,24923,15975,12,15963,15091,872,8948,21173,14798,13514,11211,2303,28,16,25,401,187,627,14798,14171,4010,4220,2274,1193,1649,414,411,627,314,105,44,44,30,11,3,0,0,23,0,0,23,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0,38,0,0,0,0,64,19,0,0,0,0,0,19,0,3,0,0,3,0,0,0,42,0,0,0,39,0,3,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144,134,11,0,0,8,0,0,0,3,105,85,0,4,0,8,0,0,8,18,0,0,0,0,18,0,0,0,0,0,0,10,10,0,34366,7369,26997,9468,21844
05000US18003,"Allen County, Indiana",365565,660.0239,657.3214,2.702562,365565,178324,187241,365565,26340,27030,26668,16068,34261,49030,45826,47399,45010,27319,13917,6697,365565,290987,42168,731,12228,281,6922,12248,141483,91811,66727,25084,6340,18744,49672,24278,25394,235198,25397,209801,141312,64373,22213,5846,1694,19797,891,18906,279922,186706,102,186604,173452,13152,93216,26058,170281,157964,143131,14833,1446,295,465,2125,923,7063,170281,163218,20027,62214,48330,19586,7668,2729,2664,7063,23277,2651,320,296,122,143,31,0,24,558,19,32,406,90,11,264,109,89,0,66,0,1509,36,15,14,85,8,89,187,776,12,287,0,10287,1397,1045,928,9,108,130,222,0,1840,9,48,1435,36,312,0,6330,39,56,257,484,1069,903,3522,720,149,50,24,106,11,0,380,0,989,314,124,96,94,363,56,13,43,37,37,0,167,76,0,78,13,52,30,26,20,6,4,9320,8903,412,0,156,19,137,48,23,29,7642,5455,13,580,1360,67,69,76,22,849,27,0,203,12,105,234,8,117,95,37,11,417,417,0,361922,44295,317627,111238,242572
05000US18005,"Bartholomew County, Indiana",80203,409.525,406.894,2.630951,80203,40059,40144,80203,5340,5862,5023,3167,6656,11060,10514,10679,9910,6941,3672,1379,80203,69108,1522,205,4585,103,3372,1308,31073,20727,16097,4630,1577,3053,10346,4924,5422,54155,5266,48889,29993,16071,6386,1131,632,3739,184,3555,62879,41710,65,41645,39480,2165,21169,28631,38947,36544,33156,3388,221,70,111,613,457,931,38947,38016,6441,17446,7427,3319,1912,1021,450,931,7870,602,301,255,129,126,0,16,30,124,15,0,101,0,8,10,0,0,0,10,0,94,0,12,27,11,9,13,11,0,0,11,73,4113,1204,834,752,37,45,331,39,0,2458,0,27,2293,8,110,20,257,0,18,29,79,67,0,64,194,0,0,0,0,0,0,194,0,165,49,23,0,26,0,0,0,0,34,34,0,82,0,0,0,82,0,57,57,57,0,0,2933,2759,73,0,0,0,14,40,19,0,2601,2332,0,53,89,127,0,0,0,85,7,0,9,7,7,0,0,55,0,0,0,174,174,0,79360,8485,70875,22521,58682
05000US18007,"Benton County, Indiana",8709,406.5086,406.4175,0.09113286,8709,4341,4368,8709,539,641,652,373,672,969,997,1264,1185,806,434,177,8709,8516,80,2,18,0,18,75,3388,2316,1738,578,255,323,1072,493,579,5832,603,5229,2600,995,242,54,12,412,15,397,6732,4368,0,4368,4167,201,2364,23181,4042,3589,3151,438,23,0,4,158,28,240,4042,3802,908,797,547,609,644,222,75,240,175,8,0,0,0,0,0,0,0,2,0,0,2,0,0,3,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,14,0,0,0,0,0,0,0,0,14,0,0,9,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148,125,0,0,0,0,0,0,0,0,125,116,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,23,0,8624,1140,7484,3220,5359
