Geo_GEOID,Geo_NAME,SE_T152_001,SE_T152_002,SE_T152_003,SE_T152_004,SE_T152_005,SE_T152_006,SE_T152_007,SE_T152_008,SE_T035_001,SE_T035_002,SE_T035_003,SE_T035_004,SE_T035_005,SE_T035_006,SE_T035_007,SE_T052_001,SE_T052_002,SE_T052_003,SE_T052_004,SE_T052_005,SE_T052_006,SE_T052_007,SE_T052_008,SE_T052_009,SE_T052_010,SE_T052_011,SE_T052_012,SE_T052_013,SE_T052_014,SE_T139_001,SE_T139_002,SE_T139_003,SE_T139_004,SE_T139_005,SE_T139_006,SE_T139_007,SE_T139_008,SE_T139_009,SE_T139_010,SE_T139_011,SE_T139_012,SE_T139_013,SE_T139_014,SE_T139_015,SE_T139_016,SE_T139_017,SE_T139_018,SE_T139_019,SE_T139_020,SE_T139_021,SE_T139_022,SE_T139_023,SE_T139_024,SE_T139_025,SE_T139_026,SE_T139_027,SE_T139_028,SE_T139_029,SE_T139_030,SE_T139_031,SE_T139_032,SE_T139_033,SE_T139_034,SE_T139_035,SE_T139_036,SE_T139_037,SE_T139_038,SE_T139_039,SE_T139_040,SE_T139_041,SE_T139_042,SE_T139_043,SE_T139_044,SE_T139_045,SE_T139_046,SE_T139_047,SE_T139_048,SE_T139_049,SE_T139_050,SE_T139_051,SE_T139_052,SE_T139_053,SE_T139_054,SE_T139_055,SE_T139_056,SE_T139_057,SE_T139_058,SE_T139_059,SE_T139_060,SE_T139_061,SE_T139_062,SE_T139_063,SE_T139_064,SE_T139_065,SE_T139_066,SE_T139_067,SE_T139_068,SE_T139_069,SE_T139_070,SE_T139_071,SE_T139_072,SE_T139_073,SE_T139_074,SE_T139_075,SE_T139_076,SE_T139_077,SE_T139_078,SE_T139_079,SE_T139_080,SE_T139_081,SE_T139_082,SE_T139_083,SE_T139_084,SE_T139_085,SE_T139_086,SE_T139_087,SE_T139_088,SE_T139_089,SE_T139_090,SE_T139_091,SE_T139_092,SE_T139_093,SE_T139_094,SE_T139_095,SE_T139_096,SE_T139_097,SE_T139_098,SE_T139_099,SE_T139_100,SE_T139_101,SE_T139_102,SE_T139_103,SE_T139_104,SE_T139_105,SE_T139_106,SE_T139_107,SE_T139_108,SE_T139_109,SE_T139_110,SE_T139_111,SE_T139_112,SE_T139_113,SE_T139_114,SE_T139_115,SE_T139_116,SE_T139_117,SE_T139_118,SE_T139_119,SE_T139_120,SE_T139_121,SE_T139_122,SE_T139_123,SE_T001_001,SE_T017_001
04000US24,Maryland,2137988,203460,1934528,1407496,827263,377147,95979,42546,2487168,1593409,5834,1587575,1484990,102585,893759,1484990,260964,458181,58887,25503,76779,47407,79444,137282,283095,1664,7027,24862,23895,874332,86451,17267,13608,6503,6155,950,1616,2043,21190,822,4625,12856,1229,1658,12647,4196,4508,1741,2133,69,35187,460,1842,1162,3744,2176,10451,6457,473,501,7921,160,288697,96880,54379,41859,3469,9051,5229,37096,176,104243,1559,4651,58628,11782,15621,12002,70910,1771,2459,703,36100,3911,19430,6536,16137,1619,3222,1483,1354,3094,460,4905,527,142340,36285,21330,5238,9717,18375,7110,2995,4115,2455,2136,319,72195,13546,6629,31263,20757,5920,2570,2082,1481,601,488,354274,345330,69073,1308,3595,10896,8612,24885,13031,6746,209387,38313,1799,106434,31059,22727,5536,2882,637,66870,3409,6787,8244,3367,11123,4890,8549,15029,1218,2614,1640,8944,8672,272,5959902,2177492
04000US25,Massachusetts,2441101,233005,2208096,1623775,1010717,449068,112023,49690,2875013,1826407,623,1825784,1712400,113384,1048606,1712400,277830,546128,81269,13021,102377,42719,101916,165880,301114,2362,6902,43932,26950,1061461,232432,43077,23774,12371,9460,1943,15199,4104,26168,1359,6818,12825,2737,2429,88560,11032,18768,54869,3837,54,74546,421,1347,1335,11389,3088,19474,9398,2055,1067,24972,81,318164,124780,100090,84183,8111,7796,7522,16997,171,88555,640,3292,62019,5746,5650,11208,74081,14057,1807,2670,10865,4941,35144,4597,29874,3101,4092,6461,2501,5296,1670,6753,874,96389,24268,4268,8867,11133,4126,15626,4879,10747,2789,2646,143,46639,7882,2537,6661,29559,2941,3795,3409,2623,786,386,410681,379705,170432,4103,2773,80495,51305,18286,6362,7108,94928,14082,1769,36871,26530,11870,1031,1802,973,114345,3373,1329,60919,2892,21517,6708,2608,8079,2222,3963,735,30976,30440,536,6742143,2558889
04000US26,Michigan,3463609,327705,3135904,2130545,951345,367866,74220,30052,4085210,2329690,678,2329012,2142706,186306,1755520,2142706,269456,540418,111350,16610,161370,62863,130507,237521,432326,6652,10624,116431,46578,632469,131849,18245,14752,6038,6665,2049,1253,2240,28460,1074,2846,18801,4061,1678,16502,3787,9747,286,1332,1350,68381,929,1134,1051,11305,8959,7239,5925,6106,1397,24336,261,313289,69421,40139,33983,1490,4666,9682,19559,41,93780,434,13871,61330,3345,9116,5684,42447,1076,813,3214,17605,2627,12590,4522,105521,52480,2087,20564,4758,1415,327,23890,2120,26948,7437,1700,1531,4206,1623,5272,3367,1905,1429,1284,145,9858,1053,1461,4396,2948,1329,2333,2094,1445,649,239,158050,119673,14243,133,3871,2947,1566,3537,1100,1089,92129,78622,463,2992,6972,2007,262,580,231,13301,1934,388,3734,432,2168,678,496,1785,242,1094,350,38377,38249,128,9909600,3860394
04000US27,Minnesota,1865301,128956,1736345,1279854,653515,215988,52197,20787,2183282,1442653,296,1442357,1379797,62560,740629,1379797,211675,391624,60939,9808,85606,34176,92950,137555,262966,4052,6916,55346,26184,426691,45735,8999,5752,2383,2804,565,677,2570,9776,460,1393,6250,876,797,2449,423,852,257,848,69,24457,247,635,365,1629,890,6391,4501,2743,430,6626,54,163447,35770,19900,16478,1360,2062,2176,13591,103,37775,302,847,28403,1790,1819,4614,81441,4217,672,25436,8315,17260,18330,7211,8062,1699,646,831,488,935,54,3409,399,92742,59554,17536,10307,31711,2306,4837,1764,3073,1211,1173,38,22583,2491,10880,5323,3889,2251,2107,1425,1121,304,682,122660,110699,5917,43,1020,1005,883,1484,727,755,84548,66605,511,6630,6227,3400,598,406,171,20234,1062,300,1686,1177,3988,5270,3413,1705,135,695,803,11961,11958,3,5450868,2135310
04000US28,Mississippi,1027564,156835,870729,574236,231863,88471,18635,7647,1219840,655725,1700,654025,589861,64164,564115,589861,61127,159526,26108,6837,42540,19355,32159,72322,118508,1431,3705,32931,13312,67330,6776,1644,1271,414,710,147,189,184,2437,34,197,1944,155,107,797,82,285,259,132,39,1775,53,172,61,326,97,416,163,195,101,191,123,21835,6168,3568,3070,123,375,1028,1518,54,5794,33,217,4229,249,450,616,8336,137,155,84,3027,492,4261,180,1361,63,18,130,65,218,0,867,176,2855,741,456,18,267,186,537,9,528,193,193,0,981,181,130,480,190,217,312,256,205,51,56,35552,33916,2847,7,835,529,71,794,217,394,28326,22320,103,1065,1694,2331,264,374,175,2743,141,15,275,117,721,120,80,874,14,344,42,1636,1586,50,2989192,1098803
04000US29,Missouri,2116276,226818,1889458,1258795,597982,226287,46548,19052,2482336,1469554,3415,1466139,1375341,90798,1012782,1375341,182247,365933,66090,12105,94739,38971,78004,151193,292844,2372,6826,54477,29540,236079,45312,6386,5194,2325,2385,484,580,612,10761,422,880,8448,520,491,3148,494,1441,192,1009,12,24982,573,451,477,1306,1388,4080,2271,9575,288,4573,35,90819,27728,18298,15511,555,2232,1889,7364,177,27503,838,753,17870,1694,3261,3087,26967,734,444,1032,9458,1768,11848,1683,7849,2221,659,843,193,473,257,3203,772,20323,9315,2931,2836,3548,700,2867,652,2215,923,881,42,5317,859,1022,2336,1100,1201,2959,980,634,346,1979,76666,70648,6859,98,2762,774,823,1237,295,870,55996,41696,164,3904,5990,2654,640,730,218,7793,837,291,1392,357,1423,611,230,1297,169,974,212,6018,5931,87,6059651,2372362
04000US30,Montana,351958,23245,328713,228527,108120,34343,8210,3000,411204,244613,458,244155,232037,12118,166591,232037,32557,61482,10104,1735,19359,8718,15393,22995,47504,1412,2065,4736,3977,20912,6425,1812,1156,376,671,109,128,528,2760,148,163,1913,358,178,228,51,87,18,72,0,1622,13,152,162,273,146,446,145,31,30,224,3,5832,2952,1467,1313,94,60,447,1035,3,658,0,37,261,87,93,180,1696,72,145,49,957,242,196,35,526,60,2,26,0,106,0,332,0,583,155,29,73,53,4,82,79,3,163,150,13,166,72,27,43,24,13,397,287,145,142,110,7675,3841,350,0,101,48,44,90,0,67,2718,2115,48,77,115,134,87,98,44,773,83,1,102,25,168,5,11,284,0,93,1,3834,3834,0,1023391,412653
04000US31,Nebraska,624308,53018,571290,409217,192646,62730,13778,5705,741968,483380,726,482654,463274,19380,258588,463274,60287,125210,23206,4083,31609,13174,28892,46526,96237,2029,2517,20142,9362,126533,8821,2124,1835,595,1071,169,125,164,2250,35,182,1840,122,71,806,133,406,100,153,14,3624,80,216,71,228,251,614,571,796,40,757,17,35294,7914,4825,4312,212,301,920,2135,34,9039,238,56,5456,466,284,2539,14216,50,138,457,1840,2011,6413,3307,4001,1916,138,122,673,195,0,957,124,10230,4276,540,963,2773,401,2051,431,1620,327,322,5,2196,160,147,406,1483,979,596,342,186,156,254,71592,70217,4118,12,3186,258,209,178,144,131,63076,48359,110,4806,7573,1723,210,171,124,3023,167,51,586,144,722,209,21,670,33,261,159,1375,1349,26,1881259,741581
04000US32,Nevada,964895,139296,825599,556255,223715,75091,17727,6123,1123411,665017,1287,663730,604522,59208,458394,604522,70317,118136,19102,7207,60218,39030,48880,85086,125315,456,3865,12454,14456,547684,41938,9516,7500,2613,4196,691,829,1187,10500,552,1774,6502,850,822,4484,935,2448,341,745,15,17360,737,661,1421,1873,1581,3234,1041,1171,1002,4639,78,165883,38528,22736,17014,1874,3848,4723,11001,68,17347,621,1016,7673,4331,1667,2039,100865,1365,1097,1961,80162,5739,9052,1489,8617,1294,1894,1348,420,595,1469,1597,526,16278,10393,8087,646,1660,450,2051,897,1154,895,830,65,1619,529,347,498,245,870,2948,1725,1123,602,1223,320637,310388,20915,33,16316,1840,491,1225,561,449,271756,225751,1021,23899,12139,3569,3548,1099,730,17717,2453,422,2356,1688,3467,1334,161,4717,247,750,122,10249,10224,25,2839172,1030701
04000US33,New Hampshire,477396,30748,446648,316286,171652,64930,12609,5314,556738,355007,65,354942,339025,15917,201731,339025,47939,100050,13799,2171,21899,7953,18781,38389,66108,552,1655,13969,5760,77060,18831,5230,4171,1713,1909,549,624,435,4063,196,632,2500,364,371,3336,1181,783,1174,171,27,6180,49,247,232,823,802,1061,729,1092,91,1054,22,27978,8064,5483,4623,351,509,588,1935,58,10611,0,174,6766,242,584,2845,6831,656,890,417,2025,542,1989,312,2421,558,369,324,61,361,26,722,51,4697,1922,273,556,1093,349,1204,458,746,326,316,10,596,88,102,288,118,300,451,394,239,155,57,25103,15801,5186,35,109,3309,741,708,160,124,5489,2702,130,696,1078,561,140,164,18,5126,172,63,2018,132,1058,449,97,350,418,274,95,9302,9246,56,1327503,521373
04000US34,New Jersey,3197479,345302,2852177,1952158,1187584,445541,99444,36690,3696933,2230342,1035,2229307,2052949,176358,1466591,2052949,310314,599033,88285,22264,99425,59978,116494,222626,417146,2148,7348,55644,52244,1943333,304716,38609,26772,12506,11317,2949,7810,4027,37231,2545,6597,22072,2682,3335,91105,9617,40722,31493,9009,264,137268,2738,5017,4828,47628,6461,20928,19089,1353,1649,27577,503,634153,175865,94597,69474,9367,15756,9994,71183,91,293931,1790,13481,240211,5921,25019,7509,114756,1071,2028,515,86068,2606,17825,4643,47347,1255,8192,3983,5685,13926,1121,13185,2254,101538,10757,1801,5610,3346,3523,37725,30394,7331,2919,2849,70,40488,13207,5798,14780,6703,6126,3448,2687,2161,526,761,899478,884330,309158,3724,44969,150291,42682,41803,15393,10296,270905,123734,12910,46726,45977,30743,5644,3564,1607,304267,11045,3061,28840,6855,78291,78247,20818,58475,8508,7210,2917,15148,14931,217,8915456,3195014
04000US35,New Mexico,706178,103188,602990,426970,193621,83782,18588,8997,833367,454793,1382,453411,417401,36010,378574,417401,51215,115093,18932,4555,31802,15567,29338,46961,83043,913,3150,9234,7598,201343,15849,3796,3083,1324,1472,287,304,409,7161,226,747,5276,580,332,1471,177,543,36,715,0,3374,45,242,257,462,373,877,268,59,76,715,47,24001,6429,3866,2954,212,700,1084,1479,0,5350,256,189,2635,1042,653,575,9087,138,118,313,4156,900,3288,174,2883,1210,206,187,106,191,33,950,252,2949,843,359,147,337,185,452,177,275,446,434,12,720,32,0,591,97,303,445,371,258,113,74,158099,154943,2716,0,1680,556,60,292,62,66,148026,142416,383,1582,1972,846,277,424,126,4201,368,355,745,355,934,540,25,518,8,220,133,3156,3140,16,2082669,762551
04000US36,New York,7101313,978238,6123075,4287883,2512091,1131209,250962,86557,8318228,4885275,2700,4882575,4532877,349698,3432953,4532877,631606,1357092,283825,56085,226831,153746,298357,464392,857127,5107,19809,105375,73525,4442211,735978,99789,59924,27999,27132,4793,29119,10746,96753,6769,26776,46504,6012,10692,155135,30077,98844,10858,13765,1591,382679,7003,8718,10836,73705,19781,77598,78919,8191,4547,93381,1622,1257736,581151,453722,380998,40142,32582,31328,95829,272,394590,7317,91147,159025,18322,63530,55249,165713,3856,5573,2154,88074,12270,25237,28549,113408,4943,32288,6678,6481,19421,3391,40206,2874,185927,19042,5208,3751,10083,6651,39256,23229,16027,6528,5993,535,100505,31556,5332,29619,33998,13945,14136,12744,10447,2297,1392,2248434,2191832,1091813,25595,25909,481936,133332,236696,97417,90928,513289,236917,8016,114127,62712,51564,9741,20388,9824,586730,20888,4539,25118,10629,102761,177753,164316,53406,5295,12653,9372,56602,55908,694,19697457,7266187
04000US37,North Carolina,3513546,426758,3086788,2199836,1045997,364499,79851,36023,4111064,2368371,7771,2360600,2164021,196579,1742693,2164021,297373,594294,105984,19556,150522,64977,106592,255675,395227,5282,13196,110207,45136,767614,82222,23532,19119,8636,9021,1462,1646,2767,22904,747,3016,15631,1772,1738,8813,2588,3583,743,1851,48,26832,602,1066,1183,3538,2326,6096,4218,1776,254,5773,141,199965,49575,29667,24296,1458,3913,5206,14691,11,72639,549,1314,53753,3230,5578,8215,63203,2169,1162,6874,17090,5456,24534,5918,13440,1357,1634,1578,728,2059,121,5963,1108,48612,11849,3482,3165,5202,4889,7795,2984,4811,3139,2919,220,16853,3415,3405,4815,5218,4087,3374,2181,1681,500,1193,433441,415673,35738,791,7154,9347,3946,8789,2717,2994,335249,243996,3540,30338,19901,29370,3792,3364,948,44686,3031,311,4769,2033,14076,5634,2625,6034,996,4337,840,17768,17616,152,9940828,3815392
04000US38,North Dakota,235315,16882,218433,157845,72304,18559,4270,2095,285484,186817,746,186071,181413,4658,98667,181413,23042,48281,10045,1245,13964,6118,12778,17935,38207,916,1284,4823,2775,24364,3876,592,321,112,166,43,26,245,824,32,21,682,42,47,168,34,50,6,78,0,2292,30,25,19,146,92,299,153,1195,67,266,0,8626,2023,1489,1399,23,67,207,317,10,3747,0,174,1407,76,154,1936,1949,22,13,4,1394,141,355,20,907,558,0,106,52,54,0,137,0,5088,2398,193,211,1994,571,345,66,279,237,229,8,1273,369,320,316,268,264,154,90,60,30,64,6620,4059,647,5,98,180,57,239,31,37,2501,1928,21,24,406,41,31,44,6,911,46,17,391,0,316,42,9,34,0,54,2,2561,2554,7,736162,305163
04000US39,Ohio,4084329,408777,3675552,2326053,1087458,407551,82957,33463,4774154,2813276,1232,2812044,2621263,190781,1960878,2621263,336206,693590,138690,21432,198912,69826,135254,276046,534818,3527,13266,127196,72500,484708,109496,16757,13248,5255,6616,1377,1799,1710,22317,1487,2334,15694,1394,1408,13224,3406,8159,316,1310,33,56739,2916,1479,3422,4765,6194,9842,9326,2881,1550,14364,459,204069,59190,38996,32973,1450,4573,7582,12489,123,76903,396,1177,53144,3624,3647,14915,38121,3535,1541,2573,13164,3250,10906,3152,27271,3184,1889,4292,2315,2106,250,13235,2584,59975,21822,4868,4296,12658,3404,8079,3573,4506,1503,1441,62,21459,8204,1535,3975,7745,3708,2282,1760,1301,459,522,108886,94406,14200,290,1895,3770,1214,4725,1155,1151,63581,44482,534,5378,8425,2883,881,919,79,16625,1172,393,3153,715,3567,1220,1149,2677,185,2051,343,14480,14371,109,11586941,4601449
04000US40,Oklahoma,1302179,155956,1146223,745398,323973,106238,21945,8935,1539472,858245,3038,855207,803567,51640,681227,803567,99973,210872,38602,6438,60276,27507,43915,91099,176343,1782,7009,25240,14511,225516,16281,4311,3603,1305,2100,198,212,496,6450,239,577,5122,317,195,1005,202,430,107,266,0,4477,61,118,179,564,492,1357,484,79,78,1065,38,61883,15027,8409,7094,282,1033,1480,5136,2,14690,19,885,8541,2275,1674,1296,28061,490,497,2048,4978,1598,14357,4093,3955,670,200,431,330,310,0,2014,150,8678,2865,794,1235,836,813,1194,382,812,529,463,66,2920,949,252,1407,312,357,2136,449,333,116,1687,136538,132732,3050,18,979,253,391,570,174,665,123707,108066,307,3057,8165,3300,155,467,190,5975,137,271,823,278,1086,358,162,1195,55,1537,73,3806,3776,30,3875589,1461500
04000US41,Oregon,1411873,131823,1280050,950061,444633,166014,40195,15608,1638894,941372,328,941044,869257,71787,697522,869257,125349,226004,36286,5611,65274,26960,66932,90942,169890,7589,4430,26667,17323,390603,59486,14930,11455,4597,5721,1137,1157,2318,14257,517,1529,8822,2126,1263,2300,419,918,332,571,60,27837,338,807,588,1255,3910,5981,9714,882,104,4258,162,120639,41535,24293,18799,2318,3176,6054,11123,65,24069,558,506,14112,3573,926,4394,46955,3047,1460,3680,12075,3547,20481,2665,7826,1319,659,563,683,839,241,3522,254,12384,7087,2220,1542,3325,635,1568,813,755,1180,1085,95,1663,352,158,976,177,251,7504,2603,1746,857,4901,190590,175210,3746,94,1934,276,590,470,197,185,162806,149918,638,4442,5436,932,686,515,239,8658,1036,351,2053,633,1395,667,156,1602,43,661,61,15380,15380,0,3982267,1545745
04000US42,Pennsylvania,4605215,460812,4144403,2508257,1349451,535241,116693,50528,5366558,3123752,715,3123037,2914273,208764,2242806,2914273,378805,817061,145953,26016,203773,78242,168711,307121,600632,6746,12599,98867,69747,818363,168818,29247,21535,10013,9524,1998,4680,3032,29700,1559,4469,19553,2244,1875,29985,6158,19213,2501,2024,89,79682,1039,2474,2372,13170,4717,15499,18715,3188,648,17860,204,321295,102257,67876,59389,2837,5650,5158,29087,136,118337,921,6362,81115,4220,9681,16038,74065,8374,2844,1864,19653,3656,33591,4083,25570,2513,3951,2597,4254,3726,504,8025,1066,64148,11887,3239,3596,5052,3307,12593,5267,7326,2893,2820,73,29709,4224,11542,6371,7572,3759,3073,2406,1897,509,667,261029,245645,103873,1918,5104,50218,15972,19199,7052,4410,91579,58382,2076,6426,12934,7659,1526,2082,494,50193,3030,592,8964,2174,11435,7587,4370,7447,695,2878,1021,15384,15022,362,12783977,4961929
04000US44,Rhode Island,380814,47935,332879,230289,122838,50026,11589,5067,452071,276237,373,275864,255137,20727,175834,255137,32975,73123,15942,2231,17746,6256,13860,26739,50492,343,822,10438,4170,142663,32267,3879,2339,1204,937,198,1057,483,2962,108,637,1809,153,255,20259,729,2704,16384,418,24,5087,162,40,135,1580,288,1129,345,95,28,1285,80,26840,7806,5814,4831,418,565,673,1309,10,6306,56,301,4384,226,620,719,9384,2544,88,1654,1953,753,1664,728,3286,346,192,595,502,327,451,873,58,17737,767,154,211,402,370,728,497,231,186,179,7,14413,506,3153,1828,8926,1273,412,245,168,77,167,65407,62836,29462,95,336,24894,2519,931,239,448,21892,3321,72,2508,14932,617,78,228,136,11482,296,1773,1247,303,5573,665,261,806,88,437,33,2571,2431,140,1054491,410240
04000US45,South Carolina,1719472,219113,1500359,1006052,457866,171335,33058,13949,2012821,1136852,5606,1131246,1036910,94336,875969,1036910,128092,269505,39885,10027,73842,36247,53917,133365,204881,1746,6707,57703,20993,230716,38647,11068,9309,3667,4932,710,827,932,12107,441,1797,8771,429,669,3734,1120,1128,484,980,22,11646,111,414,443,1241,951,2848,2675,412,94,2457,92,53414,15367,8712,7522,342,848,2179,4476,0,13947,13,271,10776,829,933,1125,19883,1045,207,1192,9321,1919,4935,1264,3990,508,725,498,469,556,14,1220,227,9220,1934,459,613,862,472,2167,1250,917,1433,1397,36,2635,357,290,1570,418,579,1411,832,641,191,579,128024,120006,11130,392,2073,1674,966,3787,1211,1027,90922,70274,1680,2988,7676,5550,1039,1382,333,17954,816,279,2907,619,8270,1120,266,1765,458,1313,141,8018,7886,132,4834605,1839041
04000US46,South Dakota,280280,22025,258255,177324,81183,23011,5314,2434,331991,213344,341,213003,204934,8069,118647,204934,25311,53504,10001,1474,15402,6711,12310,20322,45655,1066,1235,8556,3387,27195,3879,597,472,219,216,37,13,112,1041,21,15,694,121,190,178,11,114,0,53,0,2058,275,27,57,35,62,231,571,444,0,356,5,9726,2394,1448,1315,119,14,181,759,6,2612,154,146,773,10,56,1473,4252,59,49,284,1252,938,581,1089,468,183,16,9,26,0,23,211,0,5454,3304,1813,335,1156,139,609,70,539,247,236,11,832,21,589,46,176,323,125,100,65,35,25,8011,6941,628,0,262,87,96,130,28,25,5475,2838,0,751,1562,197,78,38,11,838,94,38,135,47,85,36,6,353,0,39,5,1070,1062,8,851058,333536
04000US47,Tennessee,2314456,301992,2012464,1271514,593681,218856,50350,21235,2706518,1521428,1722,1519706,1403311,116395,1185090,1403311,171457,372284,53413,12313,94302,43654,75948,165865,290770,1639,8780,75682,37204,315297,33012,8788,7107,2735,3734,638,647,1034,10684,255,1417,7768,766,478,2099,415,962,219,487,16,11393,148,846,498,991,1586,2789,1454,882,321,1878,48,94987,24948,12511,10655,417,1439,3975,8452,10,30320,271,1011,20785,2771,2225,3257,26639,1324,402,4582,8506,1693,7876,2256,12376,5472,640,710,585,711,136,4122,704,30801,9282,3156,1851,4275,1196,9544,7736,1808,1089,1064,25,8662,1306,1295,3262,2799,1028,1736,1490,1062,428,246,154761,145361,10933,73,4580,984,1683,1517,847,1249,122266,90868,818,6867,11973,8667,1006,1364,703,12162,1589,287,1457,1041,2956,631,630,1948,95,1318,210,9400,9335,65,6548009,2522204
04000US48,Texas,8759413,1498488,7260925,5100836,2458094,807235,175895,70284,10464813,6047825,13537,6034288,5631426,402862,4416988,5631426,788962,1447977,241387,64590,385484,231366,329293,681698,1145507,8063,36539,159995,110565,4494345,190203,59136,49042,23357,21058,4627,3313,6781,56660,1464,10201,36287,4821,3887,18587,3061,6746,1629,6973,178,55406,1408,2153,2760,6987,6754,14284,5934,4083,971,10072,414,916601,195829,129420,92751,8683,27986,13684,52659,66,333778,3005,12329,214212,25552,52387,26293,322902,8557,6428,9437,94386,14790,167334,21970,61021,14024,4562,7515,3825,6917,453,23725,3071,192851,53679,17836,14674,21169,17480,17690,8216,9474,9753,9109,644,80289,7790,4064,60173,8262,13960,12281,8059,6249,1810,4222,3182409,3135126,82437,1409,35857,8185,4233,13720,10276,8757,2913448,2529134,4401,188517,64948,94658,17272,8991,5527,139241,11844,4146,16607,4387,40951,9004,4458,19580,1642,24904,1718,47283,47070,213,26956435,9289554
04000US49,Utah,859483,70030,789453,585868,251325,69709,14907,6895,1070273,638663,425,638238,605579,32659,431610,605579,77330,154365,23811,5117,40149,19399,30429,68270,142371,782,3307,26802,13447,244752,25533,7197,5533,2065,2731,737,281,1383,8005,311,1275,4454,1294,671,2040,259,702,241,838,0,8249,337,281,112,587,508,1749,932,2021,165,1557,42,50770,15997,8523,6272,650,1601,2550,4668,256,12465,419,356,6244,1169,598,3679,18024,1373,393,1481,4776,1824,6253,1924,4196,1586,233,311,151,261,323,1331,88,7256,3031,638,558,1835,360,1018,119,899,972,859,113,1194,372,30,317,475,681,8807,2354,1336,1018,6453,152386,144152,2968,8,760,832,488,366,110,404,117082,101455,415,7381,4611,1955,976,232,57,24102,4305,751,3283,2670,2542,1934,69,5526,675,2136,211,8234,8223,11,2948427,918367
04000US50,Vermont,225807,15074,210733,150009,87116,34542,7920,3314,266253,168232,45,168187,160524,7663,98021,160524,23864,49433,5790,920,9706,5549,10525,15437,29687,786,1012,5589,2226,27555,8385,2241,1770,685,960,125,159,312,2566,153,408,1470,286,249,497,111,226,47,94,19,3037,55,237,144,421,189,453,186,873,28,451,44,8322,2528,1443,1199,26,218,359,726,0,2782,0,58,820,103,49,1752,2075,60,54,158,630,213,805,155,911,294,76,111,22,88,20,300,26,2500,1164,138,500,526,747,226,166,60,134,134,0,211,74,0,32,105,18,231,228,173,55,3,8117,3093,515,0,74,61,111,164,98,7,1524,1054,20,47,202,153,23,8,17,1054,70,17,149,101,280,45,184,128,4,26,50,5024,5018,6,626249,257107
04000US51,Virginia,2912272,308057,2604215,1910099,1070887,434585,96098,38557,3413128,2090614,19057,2071557,1951162,120395,1322514,1951162,328721,562899,71711,24403,119146,61078,112128,209046,358929,2895,11801,50638,37767,986495,100572,25768,20172,9305,9090,1777,2296,3300,28180,1269,4490,18215,2267,1939,11641,2753,4385,1645,2790,68,34555,869,1418,1667,3282,2978,8219,4698,2762,604,8058,428,417596,109103,47241,36993,3375,6873,7939,51764,2159,154372,12369,9412,78639,15678,24978,13296,119147,5015,2106,2655,53284,7730,44224,4133,33600,8129,1717,3452,1769,4966,301,13266,1374,98942,37638,25252,2892,9494,4554,20361,8301,12060,2690,2650,40,30775,13656,2398,4754,9967,2924,3460,2547,2002,545,913,365925,350855,33326,854,6424,5412,3533,8943,4467,3693,226372,58261,2232,95616,27692,33339,4368,4263,601,91157,5521,27287,5663,2645,11381,4254,2441,24465,1512,4859,1129,15070,14824,246,8310301,3090178
04000US53,Washington,2440902,217979,2222923,1675100,809246,289037,69924,27443,2846627,1665077,6356,1658721,1549536,109185,1181550,1549536,239150,411860,62313,12473,102430,46154,112866,160583,295318,16074,11245,41127,37943,957174,152074,30700,21526,9429,10387,1710,2136,7038,29410,1538,4072,18509,3687,1604,5511,1204,2433,331,1499,44,86121,544,1901,1247,4115,7393,18404,33573,3063,313,15568,332,399825,140903,76925,55273,8485,13167,17585,45427,966,85363,1382,924,61634,7359,4000,10064,155319,12606,4165,6585,64046,7938,54222,5757,17643,4215,2264,1532,632,2096,697,6207,597,53348,35020,16450,5025,13545,1534,4999,2507,2492,2696,2597,99,7208,1338,569,1919,3382,1891,16847,5551,3832,1719,11296,335080,289874,6193,125,1625,1062,1013,1254,657,457,264185,234345,453,10579,10958,4074,2094,1292,390,19496,1911,477,4044,1855,3752,1146,435,3666,362,1568,280,45206,45048,158,7073146,2696606
04000US54,West Virginia,666305,90120,576185,317180,133631,53089,10276,4256,769611,378628,165,378463,354321,24142,390983,354321,36655,100705,19557,3036,25644,12593,23403,41791,74458,323,1756,8110,6290,28908,5422,1522,1279,600,557,122,168,75,1742,54,241,1271,57,119,734,137,441,31,125,0,1393,34,52,71,245,39,602,103,0,0,247,31,12972,4145,2712,2375,66,271,585,848,0,3908,41,130,2403,712,343,279,3502,0,86,48,2103,358,736,171,1371,41,72,154,174,194,0,736,46,1774,405,261,16,128,58,426,221,205,87,87,0,709,130,49,411,119,89,391,384,230,154,7,8349,7038,1463,5,341,121,162,405,143,286,4051,2472,45,558,405,412,83,40,36,1524,72,52,176,123,183,81,127,550,16,112,32,1311,1296,15,1846092,739397
